locus_tag	ftype	length_bp	gene	EC_number	COG	product
DINFKPHP_00900	CDS	1131	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
DINFKPHP_00901	CDS	651	rpe_2	5.1.3.1		Ribulose-phosphate 3-epimerase
DINFKPHP_00902	CDS	2151	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
DINFKPHP_00903	CDS	270	rpsO			30S ribosomal protein S15
DINFKPHP_00904	CDS	1200			COG4447	Ycf48-like protein
DINFKPHP_00905	CDS	348				hypothetical protein
DINFKPHP_00906	CDS	1008	pkn1_1	2.7.11.1	COG0515	Serine/threonine-protein kinase pkn1
DINFKPHP_00907	CDS	642	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
DINFKPHP_00908	CDS	1650	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
DINFKPHP_00909	CDS	780	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
DINFKPHP_00910	CDS	363				hypothetical protein
DINFKPHP_00911	CDS	342	petC	1.10.9.1		Cytochrome b6-f complex iron-sulfur subunit
DINFKPHP_00912	CDS	696	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
DINFKPHP_00913	CDS	393				hypothetical protein
DINFKPHP_00914	CDS	873				hypothetical protein
DINFKPHP_00915	CDS	984				hypothetical protein
DINFKPHP_00916	CDS	714	pdxJ	2.6.99.2		Pyridoxine 5'-phosphate synthase
DINFKPHP_00917	CDS	1404	ahcY	3.3.1.1		Adenosylhomocysteinase
DINFKPHP_00918	rRNA	953				16S ribosomal RNA (partial)
DINFKPHP_00919	CDS	1002	pdhC_1	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
DINFKPHP_00920	CDS	1347	lpd_1	1.8.1.4		Dihydrolipoyl dehydrogenase
DINFKPHP_00921	CDS	597		6.3.1.20		Lipoate--protein ligase 1
DINFKPHP_00922	CDS	351	gcdC	4.1.1.70	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
DINFKPHP_00923	CDS	1548		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
DINFKPHP_00924	CDS	618				hypothetical protein
DINFKPHP_00925	CDS	474				hypothetical protein
DINFKPHP_00926	CDS	720				hypothetical protein
DINFKPHP_00927	CDS	1398	resA_3			Thiol-disulfide oxidoreductase ResA
DINFKPHP_00928	CDS	1014	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
DINFKPHP_00929	CDS	456				hypothetical protein
DINFKPHP_00930	CDS	1791	sglT_2			Sodium/glucose cotransporter
DINFKPHP_00931	CDS	540				hypothetical protein
DINFKPHP_00932	CDS	870				hypothetical protein
DINFKPHP_00933	CDS	153				hypothetical protein
DINFKPHP_00934	CDS	627				hypothetical protein
DINFKPHP_00935	CDS	657	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
DINFKPHP_00936	CDS	1431	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
DINFKPHP_00937	CDS	393				hypothetical protein
DINFKPHP_00938	CDS	1281	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
DINFKPHP_00939	CDS	492				hypothetical protein
DINFKPHP_00940	CDS	1257	pdhC_2	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
DINFKPHP_00941	CDS	2058	bkdA2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
DINFKPHP_00942	CDS	504	isiB_2		COG0716	Flavodoxin
DINFKPHP_00943	CDS	1152	sipP	3.4.21.89		Signal peptidase I P
DINFKPHP_00944	CDS	291				hypothetical protein
DINFKPHP_00945	CDS	348				hypothetical protein
DINFKPHP_00946	CDS	402				hypothetical protein
DINFKPHP_00947	CDS	978				hypothetical protein
DINFKPHP_00948	CDS	552				hypothetical protein
DINFKPHP_00949	CDS	903				hypothetical protein
DINFKPHP_00950	CDS	1059	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
DINFKPHP_00951	CDS	660	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
DINFKPHP_00952	CDS	3693	npr	3.4.24.28		Bacillolysin
DINFKPHP_00953	CDS	387				hypothetical protein
DINFKPHP_00954	CDS	723	djlA		COG1076	Co-chaperone protein DjlA
DINFKPHP_00955	CDS	600	ycf3_2			Photosystem I assembly protein Ycf3
DINFKPHP_00956	CDS	585	rutE	1.-.-.-		malonic semialdehyde reductase RutE
DINFKPHP_00957	CDS	2499	alr1	5.1.1.1	COG0787	Alanine racemase 1
DINFKPHP_00958	CDS	477	recX			Regulatory protein RecX
DINFKPHP_00959	CDS	303				hypothetical protein
DINFKPHP_00960	CDS	945				hypothetical protein
DINFKPHP_00961	CDS	1449	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
DINFKPHP_00962	CDS	1824				hypothetical protein
DINFKPHP_00963	CDS	204				hypothetical protein
DINFKPHP_00964	tRNA	86				tRNA-Ser(tga)
DINFKPHP_00965	CDS	909				hypothetical protein
DINFKPHP_00966	CDS	345				hypothetical protein
DINFKPHP_00967	CDS	579				hypothetical protein
DINFKPHP_00968	CDS	516				hypothetical protein
DINFKPHP_00969	CDS	1260	atoC_1		COG2204	Regulatory protein AtoC
DINFKPHP_00970	CDS	1440	alsT		COG1115	Amino-acid carrier protein AlsT
DINFKPHP_00971	CDS	207				hypothetical protein
DINFKPHP_00972	CDS	123				hypothetical protein
DINFKPHP_00973	CDS	159				hypothetical protein
DINFKPHP_00974	CDS	264				hypothetical protein
DINFKPHP_00975	CDS	558				hypothetical protein
DINFKPHP_00976	CDS	576				hypothetical protein
DINFKPHP_00977	CDS	972				hypothetical protein
DINFKPHP_00978	CDS	705				hypothetical protein
DINFKPHP_00979	CDS	5565				hypothetical protein
DINFKPHP_00980	CDS	1782				hypothetical protein
DINFKPHP_00981	CDS	492				hypothetical protein
DINFKPHP_00982	CDS	1263				hypothetical protein
DINFKPHP_00983	CDS	972	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
DINFKPHP_00984	CDS	651	rplY			50S ribosomal protein L25
DINFKPHP_00985	CDS	567	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
DINFKPHP_00986	CDS	1389	lpd_2	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
DINFKPHP_00987	CDS	246	tdk	2.7.1.21	COG1435	Thymidine kinase
DINFKPHP_00988	CDS	930	natA		COG4555	ABC transporter ATP-binding protein NatA
DINFKPHP_00989	CDS	1257	yhaP		COG1668	putative protein YhaP
DINFKPHP_00990	CDS	2829				hypothetical protein
DINFKPHP_00991	CDS	969				hypothetical protein
DINFKPHP_00992	CDS	1239				hypothetical protein
DINFKPHP_00993	CDS	657	tal	2.2.1.2	COG0176	Transaldolase
DINFKPHP_00994	CDS	549	lptC			Lipopolysaccharide export system protein LptC
DINFKPHP_00995	CDS	1419				hypothetical protein
DINFKPHP_00996	CDS	1326				hypothetical protein
DINFKPHP_00997	CDS	726	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
DINFKPHP_00998	CDS	861	ftsX_1		COG2177	Cell division protein FtsX
DINFKPHP_00999	CDS	276				hypothetical protein
DINFKPHP_01000	CDS	789	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
DINFKPHP_01001	CDS	711	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
DINFKPHP_01002	CDS	936	ribF		COG0196	Riboflavin biosynthesis protein RibF
DINFKPHP_01003	CDS	369				hypothetical protein
DINFKPHP_01004	CDS	927	prfB		COG1186	Peptide chain release factor RF2
DINFKPHP_01005	CDS	588				hypothetical protein
DINFKPHP_01006	CDS	690				hypothetical protein
DINFKPHP_01007	CDS	432				hypothetical protein
DINFKPHP_01008	CDS	429				hypothetical protein
DINFKPHP_01009	CDS	333				hypothetical protein
DINFKPHP_01010	CDS	621	engB		COG0218	putative GTP-binding protein EngB
DINFKPHP_01011	CDS	1332	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
DINFKPHP_01012	CDS	729	menG_3	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
DINFKPHP_01013	CDS	663				hypothetical protein
DINFKPHP_01014	CDS	660			COG1259	putative protein
DINFKPHP_01015	CDS	1713	nupX		COG1972	Putative nucleoside permease NupX
DINFKPHP_01016	CDS	1998				hypothetical protein
DINFKPHP_01017	CDS	1416				hypothetical protein
DINFKPHP_01018	CDS	1047	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
DINFKPHP_01019	CDS	408	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
DINFKPHP_01020	CDS	891				hypothetical protein
DINFKPHP_01021	CDS	576				hypothetical protein
DINFKPHP_01022	CDS	717				hypothetical protein
DINFKPHP_01023	CDS	735				hypothetical protein
DINFKPHP_01024	CDS	2217				hypothetical protein
DINFKPHP_01025	CDS	3036				hypothetical protein
DINFKPHP_01026	CDS	633				hypothetical protein
DINFKPHP_01027	CDS	522				hypothetical protein
DINFKPHP_01028	CDS	252	parD1		COG3609	Antitoxin ParD1
DINFKPHP_01029	CDS	303	parE1		COG3668	Toxin ParE1
DINFKPHP_01030	CDS	708				hypothetical protein
DINFKPHP_01031	CDS	885	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
DINFKPHP_01032	CDS	237				hypothetical protein
DINFKPHP_01033	CDS	1485				hypothetical protein
DINFKPHP_01034	CDS	849				hypothetical protein
DINFKPHP_01035	CDS	636	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
DINFKPHP_01036	CDS	1023				hypothetical protein
DINFKPHP_01037	CDS	897	rsxB_3			Electron transport complex subunit RsxB
DINFKPHP_01038	CDS	426				hypothetical protein
DINFKPHP_01039	CDS	975	hoxY_2	1.12.1.2		NAD-reducing hydrogenase HoxS subunit delta
DINFKPHP_01040	CDS	1464	hoxH_2	1.12.1.2		NAD-reducing hydrogenase HoxS subunit beta
DINFKPHP_01041	CDS	465				hypothetical protein
DINFKPHP_01042	CDS	1617	udh	1.1.1.203	COG0451	Uronate dehydrogenase
DINFKPHP_01043	CDS	393				hypothetical protein
DINFKPHP_01044	CDS	342	hypA		COG0375	Hydrogenase/urease maturation factor HypA
DINFKPHP_01045	CDS	240				hypothetical protein
DINFKPHP_01046	CDS	969				hypothetical protein
DINFKPHP_01047	CDS	876			COG1721	putative protein
DINFKPHP_01048	CDS	1044				hypothetical protein
DINFKPHP_01049	CDS	663				hypothetical protein
DINFKPHP_01050	CDS	1215				hypothetical protein
DINFKPHP_01051	CDS	582	sigE_1		COG1595	ECF RNA polymerase sigma factor SigE
DINFKPHP_01052	CDS	1218	macB_2	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
DINFKPHP_01053	CDS	1224				hypothetical protein
DINFKPHP_01054	CDS	375				hypothetical protein
DINFKPHP_01055	CDS	747				hypothetical protein
DINFKPHP_01056	CDS	573	mtrR		COG1309	HTH-type transcriptional regulator MtrR
DINFKPHP_01057	CDS	99				hypothetical protein
DINFKPHP_01058	CDS	771				hypothetical protein
DINFKPHP_01059	CDS	333	dksA_1			RNA polymerase-binding transcription factor DksA
DINFKPHP_01060	CDS	549				hypothetical protein
DINFKPHP_01061	CDS	621				hypothetical protein
DINFKPHP_01062	CDS	843		2.8.1.1	COG2897	Thiosulfate sulfurtransferase
DINFKPHP_01063	CDS	507		2.8.1.-	COG0607	Sulfurtransferase
DINFKPHP_01064	CDS	810	phsC		COG4117	Thiosulfate reductase cytochrome B subunit PhsC
DINFKPHP_01065	CDS	1617				hypothetical protein
DINFKPHP_01066	CDS	687	anr_1			Transcriptional activator protein Anr
DINFKPHP_01067	CDS	390				hypothetical protein
DINFKPHP_01068	CDS	189				hypothetical protein
DINFKPHP_01069	CDS	357				hypothetical protein
DINFKPHP_01070	CDS	579				hypothetical protein
DINFKPHP_01071	CDS	822				hypothetical protein
DINFKPHP_01072	CDS	444				hypothetical protein
DINFKPHP_01073	CDS	951				hypothetical protein
DINFKPHP_01074	CDS	2223	dpp7_2	3.4.14.-		Dipeptidyl-peptidase 7
DINFKPHP_01075	CDS	639	udk	2.7.1.48	COG0572	Uridine kinase
DINFKPHP_01076	CDS	1299	fpgS	6.3.2.17		Folylpolyglutamate synthase
DINFKPHP_01077	CDS	729				hypothetical protein
DINFKPHP_01078	CDS	645	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
DINFKPHP_01079	CDS	702	lipB	2.3.1.181	COG0321	Octanoyltransferase
DINFKPHP_01080	CDS	579	lemA		COG1704	Protein LemA
DINFKPHP_01081	CDS	450				hypothetical protein
DINFKPHP_01082	CDS	765				hypothetical protein
DINFKPHP_01083	CDS	738	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
DINFKPHP_01084	CDS	738	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
DINFKPHP_01085	CDS	351				hypothetical protein
DINFKPHP_01086	CDS	1197		2.6.1.1		Aspartate aminotransferase
DINFKPHP_01087	CDS	1068	buk2_1	2.7.2.7	COG3426	Butyrate kinase 2
DINFKPHP_01088	CDS	2160				hypothetical protein
DINFKPHP_01089	CDS	444				hypothetical protein
DINFKPHP_01090	CDS	453				hypothetical protein
DINFKPHP_01091	CDS	996	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
DINFKPHP_01092	CDS	963	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
DINFKPHP_01093	CDS	966	ravA	3.6.3.-	COG0714	ATPase RavA
DINFKPHP_01094	CDS	699	pyk	2.7.1.40		Pyruvate kinase
DINFKPHP_01095	CDS	867				hypothetical protein
DINFKPHP_01096	CDS	1350	hcf136_2			Ycf48-like protein
DINFKPHP_01097	CDS	816				hypothetical protein
DINFKPHP_01098	CDS	822	arsM_2	2.1.1.137		Arsenite methyltransferase
DINFKPHP_01099	CDS	639	arsC	1.20.4.4	COG0394	Arsenate reductase
DINFKPHP_01100	CDS	447				hypothetical protein
DINFKPHP_01101	CDS	1317				hypothetical protein
DINFKPHP_01102	CDS	702				hypothetical protein
DINFKPHP_01103	CDS	420				hypothetical protein
DINFKPHP_01104	CDS	453				hypothetical protein
DINFKPHP_01105	CDS	255				hypothetical protein
DINFKPHP_01106	CDS	303	cmtR		COG0640	HTH-type transcriptional regulator CmtR
DINFKPHP_01107	CDS	183				hypothetical protein
DINFKPHP_01108	CDS	417				hypothetical protein
DINFKPHP_01109	CDS	387	flK	3.1.2.29	COG5496	Fluoroacetyl-CoA thioesterase
DINFKPHP_01110	CDS	780				hypothetical protein
DINFKPHP_01111	CDS	1008				hypothetical protein
DINFKPHP_01112	CDS	1101	pfp_1	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
DINFKPHP_01113	CDS	231				hypothetical protein
DINFKPHP_01114	CDS	159				hypothetical protein
DINFKPHP_01115	CDS	1377				hypothetical protein
DINFKPHP_01116	CDS	489				hypothetical protein
DINFKPHP_01117	CDS	801	btuF		COG0614	Vitamin B12-binding protein
DINFKPHP_01118	CDS	1272		3.4.24.-	COG0612	putative zinc protease
DINFKPHP_01119	CDS	2091		3.2.1.17		Muramidase-2
DINFKPHP_01120	CDS	810	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DINFKPHP_01121	CDS	1788	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
DINFKPHP_01122	CDS	1107				hypothetical protein
DINFKPHP_01123	CDS	516				hypothetical protein
DINFKPHP_01124	CDS	453				hypothetical protein
DINFKPHP_01125	CDS	438				hypothetical protein
DINFKPHP_01126	CDS	1968				hypothetical protein
DINFKPHP_01127	CDS	303				hypothetical protein
DINFKPHP_01128	CDS	1371	ylmB	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
DINFKPHP_01129	CDS	5010				hypothetical protein
DINFKPHP_01130	CDS	681				hypothetical protein
DINFKPHP_01131	CDS	3654	metH	2.1.1.13	COG0646	Methionine synthase
DINFKPHP_01132	CDS	948	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
DINFKPHP_01133	CDS	366				hypothetical protein
DINFKPHP_01134	CDS	1410	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
DINFKPHP_01135	CDS	501				hypothetical protein
DINFKPHP_01136	CDS	513	dsbD_2	1.8.1.8		Thiol:disulfide interchange protein DsbD
DINFKPHP_01137	CDS	468	dsbD_3	1.8.1.8		Thiol:disulfide interchange protein DsbD
DINFKPHP_01138	CDS	1284	kdtA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
DINFKPHP_01139	CDS	762				hypothetical protein
DINFKPHP_01140	CDS	1332	tuaD_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
DINFKPHP_01141	CDS	954	arnA_1		COG0223	Bifunctional polymyxin resistance protein ArnA
DINFKPHP_01142	CDS	1050	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
DINFKPHP_01143	CDS	399				hypothetical protein
DINFKPHP_01144	CDS	270				hypothetical protein
DINFKPHP_01145	CDS	480	rnhA_1	3.1.26.4	COG0328	Ribonuclease HI
DINFKPHP_01146	CDS	1365	radA_1	3.6.4.-	COG1066	DNA repair protein RadA
DINFKPHP_01147	CDS	843				hypothetical protein
DINFKPHP_01148	CDS	744				hypothetical protein
DINFKPHP_01149	CDS	987				hypothetical protein
DINFKPHP_01150	CDS	1314	pkn1_2	2.7.11.1	COG0515	Serine/threonine-protein kinase pkn1
DINFKPHP_01151	CDS	981				hypothetical protein
DINFKPHP_01152	CDS	1590				hypothetical protein
DINFKPHP_01153	CDS	846				hypothetical protein
DINFKPHP_01154	CDS	1266	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
DINFKPHP_01155	CDS	447	fur		COG0735	Ferric uptake regulation protein
DINFKPHP_01156	CDS	2196	relA_1	2.7.6.5	COG0317	GTP pyrophosphokinase
DINFKPHP_01157	CDS	3126	secDF_1		COG0341	Protein translocase subunit SecDF
DINFKPHP_01158	CDS	636	ppiB_1	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase
DINFKPHP_01159	CDS	1290	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
DINFKPHP_01160	CDS	333				hypothetical protein
DINFKPHP_01161	CDS	306				hypothetical protein
DINFKPHP_01162	CDS	588	ylaC			RNA polymerase sigma factor YlaC
DINFKPHP_01163	CDS	651	can	4.2.1.1	COG0288	Carbonic anhydrase 2
DINFKPHP_01164	CDS	852				hypothetical protein
DINFKPHP_01165	CDS	1431	tmoS	2.7.13.3		Sensor histidine kinase TmoS
DINFKPHP_01166	CDS	732				hypothetical protein
DINFKPHP_01167	CDS	4155				hypothetical protein
DINFKPHP_01168	CDS	2700				hypothetical protein
DINFKPHP_01169	CDS	819				hypothetical protein
DINFKPHP_01170	CDS	750				hypothetical protein
DINFKPHP_01171	CDS	645	nudL_2	3.6.1.-		putative Nudix hydrolase NudL
DINFKPHP_01172	CDS	900				hypothetical protein
DINFKPHP_01173	CDS	1263	rarA		COG2256	Replication-associated recombination protein A
DINFKPHP_01174	CDS	414				hypothetical protein
DINFKPHP_01175	CDS	489				hypothetical protein
DINFKPHP_01176	CDS	1101	recF		COG1195	DNA replication and repair protein RecF
DINFKPHP_01177	CDS	1434			COG4447	Ycf48-like protein
DINFKPHP_01178	CDS	1887				hypothetical protein
DINFKPHP_01179	CDS	4167				hypothetical protein
DINFKPHP_01180	CDS	576				hypothetical protein
DINFKPHP_01181	CDS	1920	ycf3_3			Photosystem I assembly protein Ycf3
DINFKPHP_01182	CDS	2283	rgpA_1	3.4.22.37		Gingipain R1
DINFKPHP_01183	CDS	1638	wbpA_1	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
DINFKPHP_01184	CDS	729	recO		COG1381	DNA repair protein RecO
DINFKPHP_01185	CDS	2247				hypothetical protein
DINFKPHP_01186	CDS	1557	pspC_1		COG1983	Phage shock protein C
DINFKPHP_01187	CDS	327				hypothetical protein
DINFKPHP_01188	CDS	837				hypothetical protein
DINFKPHP_01189	CDS	2559	susC_2			TonB-dependent receptor SusC
DINFKPHP_01190	CDS	441				hypothetical protein
DINFKPHP_01191	CDS	411				hypothetical protein
DINFKPHP_01192	tRNA	86				tRNA-Leu(gag)
DINFKPHP_01193	tRNA	75				tRNA-Arg(tct)
DINFKPHP_01194	tRNA	75				tRNA-Pro(tgg)
DINFKPHP_01195	CDS	165				hypothetical protein
DINFKPHP_01196	CDS	846	bla_2	3.5.2.6		Beta-lactamase OXA-10
DINFKPHP_01197	CDS	579	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
DINFKPHP_01198	CDS	480	bsaA_2			Glutathione peroxidase BsaA
DINFKPHP_01199	CDS	1323	ywaD_1	3.4.11.6	COG2234	Aminopeptidase YwaD
DINFKPHP_01200	CDS	750				hypothetical protein
DINFKPHP_01201	CDS	597				hypothetical protein
DINFKPHP_01202	CDS	501				hypothetical protein
DINFKPHP_01203	CDS	2019	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
DINFKPHP_01204	CDS	1386	ansA	3.5.1.1	COG0252	L-asparaginase 1
DINFKPHP_01205	CDS	678				hypothetical protein
DINFKPHP_01206	CDS	408	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
DINFKPHP_01207	CDS	1437				hypothetical protein
DINFKPHP_01208	CDS	2505				hypothetical protein
DINFKPHP_01209	CDS	2136	fusA		COG0480	Elongation factor G
DINFKPHP_01210	CDS	222				hypothetical protein
DINFKPHP_01211	CDS	549	sigR_2		COG1595	ECF RNA polymerase sigma factor SigR
DINFKPHP_01212	CDS	495				hypothetical protein
DINFKPHP_01213	CDS	477	rnhA_2	3.1.26.4		Ribonuclease H
DINFKPHP_01214	CDS	774				hypothetical protein
DINFKPHP_01215	CDS	1809				hypothetical protein
DINFKPHP_01216	CDS	789				hypothetical protein
DINFKPHP_01217	CDS	1050				hypothetical protein
DINFKPHP_01218	CDS	999				hypothetical protein
DINFKPHP_01219	CDS	1335		3.4.24.-	COG0750	Putative zinc metalloprotease
DINFKPHP_01220	CDS	1158	dxr_1	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
DINFKPHP_01221	CDS	651				hypothetical protein
DINFKPHP_01222	CDS	1173	mltD_2	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
DINFKPHP_01223	CDS	1044				hypothetical protein
DINFKPHP_01224	CDS	399				hypothetical protein
DINFKPHP_01225	CDS	1809	hacA_1	4.2.1.36	COG0065	Homoaconitase large subunit
DINFKPHP_01226	CDS	549				hypothetical protein
DINFKPHP_01227	CDS	678				hypothetical protein
DINFKPHP_01228	CDS	1488	glnA	6.3.1.2	COG0174	Glutamine synthetase
DINFKPHP_01229	CDS	345				hypothetical protein
DINFKPHP_01230	CDS	1308	ltxD			Leukotoxin export protein LtxD
DINFKPHP_01231	CDS	585	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
DINFKPHP_01232	CDS	4191	rgpA_2	3.4.22.37		Gingipain R1
DINFKPHP_01233	CDS	456				hypothetical protein
DINFKPHP_01234	CDS	1212				hypothetical protein
DINFKPHP_01235	CDS	450	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin bcp
DINFKPHP_01236	CDS	1665	mepM_2	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
DINFKPHP_01237	CDS	621				hypothetical protein
DINFKPHP_01238	CDS	864	dat	2.6.1.21		D-alanine aminotransferase
DINFKPHP_01239	CDS	1386	pepP_1	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
DINFKPHP_01240	CDS	306				hypothetical protein
DINFKPHP_01241	CDS	780				hypothetical protein
DINFKPHP_01242	CDS	1290	pepP_2	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
DINFKPHP_01243	CDS	1398	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
DINFKPHP_01244	CDS	1557		5.2.1.8	COG0760	putative parvulin-type peptidyl-prolyl cis-trans isomerase
DINFKPHP_01245	CDS	756				hypothetical protein
DINFKPHP_01246	CDS	972	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
DINFKPHP_01247	CDS	1173	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
DINFKPHP_01248	CDS	2196	ptpA	3.4.14.12	COG1506	Prolyl tripeptidyl peptidase
DINFKPHP_01249	CDS	897	xerD_2			Tyrosine recombinase XerD
DINFKPHP_01250	CDS	1083	fabH1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
DINFKPHP_01251	CDS	534				hypothetical protein
DINFKPHP_01252	CDS	591				hypothetical protein
DINFKPHP_01253	CDS	480				hypothetical protein
DINFKPHP_01254	CDS	750				hypothetical protein
DINFKPHP_01255	CDS	792				hypothetical protein
DINFKPHP_01256	CDS	129				hypothetical protein
DINFKPHP_01257	CDS	141				hypothetical protein
DINFKPHP_01258	CDS	552				hypothetical protein
DINFKPHP_01259	CDS	612				hypothetical protein
DINFKPHP_01260	CDS	621				hypothetical protein
DINFKPHP_01261	CDS	888				hypothetical protein
DINFKPHP_01262	CDS	1365	hemA	1.2.1.70		Glutamyl-tRNA reductase
DINFKPHP_01263	CDS	1338				hypothetical protein
DINFKPHP_01264	CDS	2241				hypothetical protein
DINFKPHP_01265	CDS	843				hypothetical protein
DINFKPHP_01266	CDS	2409	hndC_1	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
DINFKPHP_01267	CDS	1815	bamB_4			Outer membrane protein assembly factor BamB
DINFKPHP_01268	CDS	156				hypothetical protein
DINFKPHP_01269	CDS	375	exaE			Transcriptional activator protein ExaE
DINFKPHP_01270	CDS	543	gpx1_2	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
DINFKPHP_01271	CDS	414				hypothetical protein
DINFKPHP_01272	CDS	1968	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
DINFKPHP_01273	CDS	402				hypothetical protein
DINFKPHP_01274	CDS	1350	atoS_2	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
DINFKPHP_01275	CDS	156				hypothetical protein
DINFKPHP_01276	CDS	1203	fprA1	1.6.3.4	COG0426	Flavo-diiron protein FprA1
DINFKPHP_01277	CDS	1242	cysNC		COG0529	Bifunctional enzyme CysN/CysC
DINFKPHP_01278	CDS	903	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
DINFKPHP_01279	CDS	564	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
DINFKPHP_01280	CDS	786	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
DINFKPHP_01281	CDS	1002	obg	3.6.5.-	COG0536	GTPase Obg
DINFKPHP_01282	CDS	222				hypothetical protein
DINFKPHP_01283	CDS	744	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DINFKPHP_01284	CDS	2121				hypothetical protein
DINFKPHP_01285	CDS	1074	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
DINFKPHP_01286	CDS	183				hypothetical protein
DINFKPHP_01287	CDS	2181	cya_1	4.6.1.1	COG2114	Adenylate cyclase
DINFKPHP_01288	CDS	366				hypothetical protein
