locus_tag	ftype	length_bp	gene	EC_number	COG	product
BLEECCFP_00366	CDS	177				hypothetical protein
BLEECCFP_00367	CDS	267				hypothetical protein
BLEECCFP_00368	CDS	441				Insertion sequence IS5376 putative ATP-binding protein
BLEECCFP_00369	CDS	192				hypothetical protein
BLEECCFP_00370	CDS	798	bepF_1			Efflux pump periplasmic linker BepF
BLEECCFP_00371	CDS	3072	bepE			Efflux pump membrane transporter BepE
BLEECCFP_00372	CDS	267				hypothetical protein
BLEECCFP_00373	CDS	1335			COG0661	putative protein
BLEECCFP_00374	CDS	384				hypothetical protein
BLEECCFP_00375	CDS	1833	msbA_2	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
BLEECCFP_00376	CDS	546				hypothetical protein
BLEECCFP_00377	CDS	1482				hypothetical protein
BLEECCFP_00378	CDS	510				hypothetical protein
BLEECCFP_00379	CDS	654				hypothetical protein
BLEECCFP_00380	CDS	546				hypothetical protein
BLEECCFP_00381	CDS	1815				hypothetical protein
BLEECCFP_00382	CDS	1017				hypothetical protein
BLEECCFP_00383	CDS	2721	clpV1		COG0542	Protein ClpV1
BLEECCFP_00384	CDS	2364	vgrG1	6.3.2.-		Actin cross-linking toxin VgrG1
BLEECCFP_00385	CDS	624	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
BLEECCFP_00386	tRNA	75				tRNA-Gly(gcc)
BLEECCFP_00387	CDS	501	carD		COG1329	RNA polymerase-binding transcription factor CarD
BLEECCFP_00388	CDS	492	atpF		COG0711	ATP synthase subunit b
BLEECCFP_00389	CDS	510	atpG_2			ATP synthase subunit b'
BLEECCFP_00390	CDS	225	atpE		COG0636	ATP synthase subunit c
BLEECCFP_00391	CDS	729	atpB		COG0356	ATP synthase subunit a
BLEECCFP_00392	CDS	360	atpI			ATP synthase protein I
BLEECCFP_00393	CDS	675	bdbD_1		COG1651	Disulfide bond formation protein D
BLEECCFP_00394	CDS	1074				hypothetical protein
BLEECCFP_00395	CDS	897	liuE	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
BLEECCFP_00396	CDS	1902	accA1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
BLEECCFP_00397	CDS	789	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
BLEECCFP_00398	CDS	1602		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
BLEECCFP_00399	CDS	1218	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
BLEECCFP_00400	CDS	1155				hypothetical protein
BLEECCFP_00401	CDS	1638				hypothetical protein
BLEECCFP_00402	CDS	1131	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
BLEECCFP_00403	CDS	1332	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
BLEECCFP_00404	CDS	747	ubiE_2	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
BLEECCFP_00405	CDS	441	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
BLEECCFP_00406	CDS	2919				hypothetical protein
BLEECCFP_00407	CDS	678				hypothetical protein
BLEECCFP_00408	CDS	396				hypothetical protein
BLEECCFP_00409	CDS	786				hypothetical protein
BLEECCFP_00410	CDS	747				hypothetical protein
BLEECCFP_00411	CDS	543				hypothetical protein
BLEECCFP_00412	CDS	3396				hypothetical protein
BLEECCFP_00413	CDS	1107	ychF		COG0012	Ribosome-binding ATPase YchF
BLEECCFP_00414	CDS	660	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
BLEECCFP_00415	CDS	702	rplY		COG1825	50S ribosomal protein L25
BLEECCFP_00416	CDS	519	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
BLEECCFP_00417	CDS	366	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
BLEECCFP_00418	CDS	237				hypothetical protein
BLEECCFP_00419	CDS	249				hypothetical protein
BLEECCFP_00420	CDS	1518	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
BLEECCFP_00421	CDS	1308	aarA	2.3.3.16		Citrate synthase
BLEECCFP_00422	CDS	552	ssb		COG0629	Single-stranded DNA-binding protein
BLEECCFP_00423	CDS	2907	gyrA	5.99.1.3	COG0188	DNA gyrase subunit A
BLEECCFP_00424	CDS	417	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
BLEECCFP_00425	CDS	1200			COG1373	putative protein
BLEECCFP_00426	CDS	1590	tlcA_1		COG3202	ADP,ATP carrier protein 1
BLEECCFP_00427	CDS	1008	ribN_1			Riboflavin transporter
BLEECCFP_00428	CDS	675	rhtC_1		COG1280	Threonine efflux protein
BLEECCFP_00429	CDS	1488	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
BLEECCFP_00430	CDS	891				hypothetical protein
BLEECCFP_00431	CDS	549	yceJ		COG3038	Cytochrome b561 
BLEECCFP_00432	CDS	1254	proP_4			Proline/betaine transporter
BLEECCFP_00433	CDS	429				hypothetical protein
BLEECCFP_00434	CDS	120				hypothetical protein
BLEECCFP_00435	CDS	1044				hypothetical protein
BLEECCFP_00436	CDS	2220				hypothetical protein
BLEECCFP_00437	CDS	738				hypothetical protein
BLEECCFP_00438	CDS	1206				hypothetical protein
BLEECCFP_00439	CDS	1635				hypothetical protein
BLEECCFP_00440	CDS	1191			COG1373	putative protein
BLEECCFP_00441	CDS	549				hypothetical protein
BLEECCFP_00442	CDS	795				hypothetical protein
BLEECCFP_00443	CDS	606	sodB	1.15.1.1		Superoxide dismutase [Fe]
BLEECCFP_00444	CDS	1419	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BLEECCFP_00445	CDS	216				hypothetical protein
BLEECCFP_00446	CDS	1500	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
BLEECCFP_00447	CDS	870				hypothetical protein
BLEECCFP_00448	CDS	594	gmhA	5.3.1.28		Phosphoheptose isomerase
BLEECCFP_00449	CDS	939				hypothetical protein
BLEECCFP_00450	CDS	1560	tlcA_2		COG3202	ADP,ATP carrier protein 1
BLEECCFP_00451	CDS	801	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
BLEECCFP_00452	CDS	693	gstB	2.5.1.18	COG0625	Glutathione S-transferase GstB
BLEECCFP_00453	CDS	1164	cotSA	2.4.-.-	COG0438	Spore coat protein SA
BLEECCFP_00454	CDS	948	rfaF_1	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
BLEECCFP_00455	CDS	873				hypothetical protein
BLEECCFP_00456	CDS	585				hypothetical protein
BLEECCFP_00457	CDS	1434				hypothetical protein
BLEECCFP_00458	CDS	954				hypothetical protein
BLEECCFP_00459	CDS	1773	nikA		COG0747	Nickel-binding periplasmic protein
BLEECCFP_00460	CDS	177				hypothetical protein
BLEECCFP_00461	CDS	909	parB		COG1475	putative chromosome-partitioning protein ParB
BLEECCFP_00462	CDS	795	parA			Chromosome partitioning protein ParA
BLEECCFP_00463	CDS	633	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
BLEECCFP_00464	CDS	1257	rho	3.6.4.-	COG1158	Transcription termination factor Rho
BLEECCFP_00465	CDS	363				hypothetical protein
BLEECCFP_00466	CDS	456				hypothetical protein
BLEECCFP_00467	CDS	1014	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
BLEECCFP_00468	CDS	612	maf		COG0424	Septum formation protein Maf
BLEECCFP_00469	CDS	627	coaE_1	2.7.1.24	COG0237	Dephospho-CoA kinase
BLEECCFP_00470	CDS	570	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
BLEECCFP_00471	CDS	1215	petB		COG1290	Cytochrome b
BLEECCFP_00472	CDS	762	fbcH		COG1290	Cytochrome b/c1
BLEECCFP_00473	CDS	429				hypothetical protein
BLEECCFP_00474	CDS	222				hypothetical protein
BLEECCFP_00475	CDS	666				hypothetical protein
BLEECCFP_00476	CDS	441				Insertion sequence IS5376 putative ATP-binding protein
BLEECCFP_00477	CDS	267				hypothetical protein
BLEECCFP_00478	CDS	177				hypothetical protein
BLEECCFP_00479	CDS	2103				hypothetical protein
BLEECCFP_00480	CDS	366				Insertion sequence IS5376 putative ATP-binding protein
BLEECCFP_00481	CDS	1500				hypothetical protein
BLEECCFP_00482	CDS	447				hypothetical protein
BLEECCFP_00483	CDS	540				hypothetical protein
BLEECCFP_00484	CDS	282				hypothetical protein
BLEECCFP_00485	CDS	1242	nhaH			Na(+)/H(+) antiporter NhaH
BLEECCFP_00486	CDS	957				hypothetical protein
BLEECCFP_00487	CDS	474	greA		COG0782	Transcription elongation factor GreA
BLEECCFP_00488	CDS	3282				hypothetical protein
BLEECCFP_00489	CDS	1044				Bifunctional NMN adenylyltransferase/Nudix hydrolase
BLEECCFP_00490	CDS	348				hypothetical protein
BLEECCFP_00491	CDS	477	yqeY		COG1610	putative protein YqeY
BLEECCFP_00492	CDS	1845	dnaG	2.7.7.-	COG0358	DNA primase
BLEECCFP_00493	CDS	1974	rpoD		COG0568	RNA polymerase sigma factor RpoD
BLEECCFP_00494	CDS	264	bolA		COG0271	DNA-binding transcriptional regulator BolA
BLEECCFP_00495	CDS	1665				hypothetical protein
BLEECCFP_00496	CDS	366				hypothetical protein
BLEECCFP_00497	CDS	357				hypothetical protein
BLEECCFP_00498	CDS	324				hypothetical protein
BLEECCFP_00499	CDS	492	rpoE		COG1595	ECF RNA polymerase sigma-E factor
BLEECCFP_00500	CDS	387				hypothetical protein
BLEECCFP_00501	CDS	798				hypothetical protein
BLEECCFP_00502	CDS	1047	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
BLEECCFP_00503	CDS	309	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
BLEECCFP_00504	CDS	1224	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
BLEECCFP_00505	CDS	804		4.1.3.17		Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
BLEECCFP_00506	CDS	918			COG5285	putative protein
BLEECCFP_00507	CDS	207				hypothetical protein
BLEECCFP_00508	CDS	2154	fyuA		COG1629	Pesticin receptor
BLEECCFP_00509	CDS	525				hypothetical protein
BLEECCFP_00510	CDS	546				hypothetical protein
BLEECCFP_00511	CDS	1293				hypothetical protein
BLEECCFP_00512	CDS	1860	uvrC		COG0322	UvrABC system protein C
BLEECCFP_00513	CDS	627	pgsA_1	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
BLEECCFP_00514	CDS	927				hypothetical protein
BLEECCFP_00515	CDS	1065	phy	3.1.3.8	COG4247	3-phytase
BLEECCFP_00516	CDS	702				hypothetical protein
BLEECCFP_00517	CDS	717				hypothetical protein
BLEECCFP_00518	CDS	522				hypothetical protein
BLEECCFP_00519	CDS	540				hypothetical protein
BLEECCFP_00520	CDS	810				hypothetical protein
BLEECCFP_00521	CDS	483	hemB_1	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
BLEECCFP_00522	CDS	1095	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
BLEECCFP_00523	CDS	1119				hypothetical protein
BLEECCFP_00524	CDS	1293	surA	5.2.1.8	COG0760	Chaperone SurA
BLEECCFP_00525	CDS	864	rsmA_1	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
BLEECCFP_00526	CDS	603				hypothetical protein
BLEECCFP_00527	CDS	1170				hypothetical protein
BLEECCFP_00528	CDS	2238	parC	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
BLEECCFP_00529	CDS	291				hypothetical protein
BLEECCFP_00530	CDS	723	recO			DNA repair protein RecO
BLEECCFP_00531	CDS	966				hypothetical protein
BLEECCFP_00532	CDS	906	era		COG1159	GTPase Era
BLEECCFP_00533	CDS	708	rnc	3.1.26.3	COG0571	Ribonuclease 3
BLEECCFP_00534	CDS	750	lepB	3.4.21.89	COG0681	Signal peptidase I
BLEECCFP_00535	CDS	423	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
BLEECCFP_00536	CDS	540				hypothetical protein
BLEECCFP_00537	CDS	2130	rsh	2.7.6.5		GTP pyrophosphokinase rsh
BLEECCFP_00538	CDS	498	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
BLEECCFP_00539	CDS	624				hypothetical protein
BLEECCFP_00540	CDS	264				hypothetical protein
BLEECCFP_00541	CDS	402				hypothetical protein
BLEECCFP_00542	CDS	747				hypothetical protein
BLEECCFP_00543	CDS	1773		3.6.3.-		Putative multidrug export ATP-binding/permease protein
BLEECCFP_00544	CDS	1620				hypothetical protein
BLEECCFP_00545	CDS	2058	dapb1	3.4.14.-		Dipeptidyl aminopeptidase BI
BLEECCFP_00546	CDS	1260	cca	2.7.7.72		CCA-adding enzyme
BLEECCFP_00547	CDS	783				hypothetical protein
BLEECCFP_00548	CDS	453				hypothetical protein
BLEECCFP_00549	CDS	1287	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
BLEECCFP_00550	CDS	585	dcd	3.5.4.13		dCTP deaminase
BLEECCFP_00551	CDS	183				hypothetical protein
BLEECCFP_00552	tRNA	75				tRNA-Thr(ggt)
BLEECCFP_00553	CDS	327				hypothetical protein
BLEECCFP_00554	CDS	531				hypothetical protein
BLEECCFP_00555	CDS	792	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
BLEECCFP_00556	CDS	570				hypothetical protein
BLEECCFP_00557	CDS	672				hypothetical protein
BLEECCFP_00558	CDS	714				hypothetical protein
BLEECCFP_00559	CDS	1221	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
BLEECCFP_00560	CDS	522				hypothetical protein
BLEECCFP_00561	CDS	681	dnaA_1			Chromosomal replication initiator protein DnaA
BLEECCFP_00562	CDS	1110			COG0628	Putative transport protein
BLEECCFP_00563	CDS	555	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
BLEECCFP_00564	CDS	1470				hypothetical protein
BLEECCFP_00565	CDS	423	ndk	2.7.4.6		Nucleoside diphosphate kinase
BLEECCFP_00566	CDS	396				hypothetical protein
BLEECCFP_00567	CDS	438				hypothetical protein
BLEECCFP_00568	CDS	546	def_1	3.5.1.88	COG0242	Peptide deformylase
BLEECCFP_00569	CDS	774				hypothetical protein
BLEECCFP_00570	CDS	1275				hypothetical protein
BLEECCFP_00571	CDS	486				hypothetical protein
BLEECCFP_00572	CDS	1212				hypothetical protein
BLEECCFP_00573	CDS	420				hypothetical protein
BLEECCFP_00574	CDS	582				hypothetical protein
BLEECCFP_00575	CDS	390				hypothetical protein
BLEECCFP_00576	CDS	147				hypothetical protein
BLEECCFP_00577	CDS	525				hypothetical protein
BLEECCFP_00578	CDS	996	ribN_2			Riboflavin transporter
BLEECCFP_00579	CDS	141				hypothetical protein
BLEECCFP_00580	CDS	1743				hypothetical protein
BLEECCFP_00581	CDS	1407	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
BLEECCFP_00582	CDS	393				hypothetical protein
BLEECCFP_00583	CDS	1008	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
BLEECCFP_00584	CDS	753	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
BLEECCFP_00585	tRNA	75				tRNA-Gln(ttg)
BLEECCFP_00586	CDS	1683	arnT_1	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
BLEECCFP_00587	CDS	1716				hypothetical protein
BLEECCFP_00588	CDS	495	rimP		COG0779	Ribosome maturation factor RimP
BLEECCFP_00589	CDS	1548	nusA		COG0195	Transcription termination/antitermination protein NusA
BLEECCFP_00590	CDS	2523	infB		COG0532	Translation initiation factor IF-2
BLEECCFP_00591	CDS	411	rbfA			Ribosome-binding factor A
BLEECCFP_00592	CDS	903	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
BLEECCFP_00593	CDS	270	rpsO		COG0184	30S ribosomal protein S15
BLEECCFP_00594	CDS	2118	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
BLEECCFP_00595	CDS	1398				hypothetical protein
BLEECCFP_00596	CDS	555				hypothetical protein
BLEECCFP_00597	CDS	1098				hypothetical protein
BLEECCFP_00598	CDS	1032				hypothetical protein
BLEECCFP_00599	CDS	1152	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
BLEECCFP_00600	CDS	711	ybhL		COG0670	Inner membrane protein YbhL
BLEECCFP_00601	CDS	1317	adiC		COG0531	Arginine/agmatine antiporter
BLEECCFP_00602	CDS	1812	lepA	3.6.5.-	COG0481	Elongation factor 4
BLEECCFP_00603	CDS	2400	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
BLEECCFP_00604	CDS	1074	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
BLEECCFP_00605	CDS	363	rplT		COG0292	50S ribosomal protein L20
BLEECCFP_00606	CDS	201	rpmI		COG0291	50S ribosomal protein L35
BLEECCFP_00607	CDS	3537	nudL	3.6.1.-		putative Nudix hydrolase NudL
BLEECCFP_00608	CDS	975				hypothetical protein
BLEECCFP_00609	CDS	882				hypothetical protein
BLEECCFP_00610	CDS	198			COG0659	putative sulfate transporter
BLEECCFP_00611	CDS	1437	bicA		COG0659	Bicarbonate transporter BicA
BLEECCFP_00612	tRNA	91				tRNA-Ser(gga)
BLEECCFP_00613	CDS	1170	hemN	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
BLEECCFP_00614	CDS	630	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
BLEECCFP_00615	CDS	741	rph	2.7.7.56	COG0689	Ribonuclease PH
BLEECCFP_00616	CDS	1047	hrcA		COG1420	Heat-inducible transcription repressor HrcA
BLEECCFP_00617	CDS	546	grpE		COG0576	Protein GrpE
BLEECCFP_00618	CDS	321	trxA		COG0526	Thioredoxin
BLEECCFP_00619	CDS	135				hypothetical protein
BLEECCFP_00620	CDS	1038				hypothetical protein
BLEECCFP_00621	CDS	330				hypothetical protein
BLEECCFP_00622	CDS	294				hypothetical protein
BLEECCFP_00623	CDS	1557				hypothetical protein
BLEECCFP_00624	CDS	741				hypothetical protein
BLEECCFP_00625	CDS	132				hypothetical protein
BLEECCFP_00626	CDS	2646	valS	6.1.1.9	COG0525	Valine--tRNA ligase
BLEECCFP_00627	CDS	498				hypothetical protein
BLEECCFP_00628	CDS	1422	bepC			Outer membrane efflux protein BepC
BLEECCFP_00629	CDS	654	pcm_1	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
BLEECCFP_00630	CDS	459				hypothetical protein
BLEECCFP_00631	CDS	306	rpmB		COG0227	50S ribosomal protein L28
BLEECCFP_00632	CDS	1191	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
BLEECCFP_00633	CDS	774				hypothetical protein
BLEECCFP_00634	CDS	456	nudI	3.6.1.23		Nucleoside triphosphatase NudI
BLEECCFP_00635	tRNA	76				tRNA-Glu(ctc)
BLEECCFP_00636	CDS	351				hypothetical protein
BLEECCFP_00637	CDS	687	gpt_1	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
BLEECCFP_00638	CDS	3861	tamB		COG2911	Translocation and assembly module subunit TamB
BLEECCFP_00639	CDS	1836	tamA		COG0729	Translocation and assembly module subunit TamA
BLEECCFP_00640	CDS	1134				hypothetical protein
BLEECCFP_00641	CDS	1725	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
BLEECCFP_00642	CDS	348	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
BLEECCFP_00643	CDS	651	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
BLEECCFP_00644	CDS	663	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
BLEECCFP_00645	CDS	276				hypothetical protein
BLEECCFP_00646	CDS	366				hypothetical protein
BLEECCFP_00647	CDS	771	nadK	2.7.1.23	COG0061	NAD kinase
BLEECCFP_00648	CDS	1410	egtA	6.3.2.2		Glutamate--cysteine ligase EgtA
BLEECCFP_00649	CDS	723	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
BLEECCFP_00650	CDS	915	ubiA	2.5.1.-	COG0382	4-hydroxybenzoate octaprenyltransferase
BLEECCFP_00651	CDS	1341	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
BLEECCFP_00652	CDS	519	stoA		COG0526	Sporulation thiol-disulfide oxidoreductase A
BLEECCFP_00653	CDS	138				hypothetical protein
BLEECCFP_00654	CDS	963	ribN_3			Riboflavin transporter
BLEECCFP_00655	CDS	288				hypothetical protein
BLEECCFP_00656	CDS	402				hypothetical protein
BLEECCFP_00657	CDS	1608				hypothetical protein
BLEECCFP_00658	CDS	843				hypothetical protein
BLEECCFP_00659	CDS	696				hypothetical protein
BLEECCFP_00660	CDS	1332	proP_5			Proline/betaine transporter
BLEECCFP_00661	CDS	240				hypothetical protein
BLEECCFP_00662	CDS	777	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
BLEECCFP_00663	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
BLEECCFP_00664	CDS	1242	proP_6			Proline/betaine transporter
BLEECCFP_00665	CDS	585				hypothetical protein
BLEECCFP_00666	CDS	462				hypothetical protein
BLEECCFP_00667	CDS	297				hypothetical protein
BLEECCFP_00668	CDS	2463				hypothetical protein
BLEECCFP_00669	CDS	942	thrB_1	2.7.1.39		Homoserine kinase
BLEECCFP_00670	CDS	213	cspA_1		COG1278	Cold shock protein CspA
BLEECCFP_00671	tRNA	90				tRNA-Ser(tga)
BLEECCFP_00672	CDS	561	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
BLEECCFP_00673	CDS	1047	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
BLEECCFP_00674	CDS	300	fis		COG2901	DNA-binding protein Fis
BLEECCFP_00675	CDS	2238	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
BLEECCFP_00676	CDS	1410	atoC		COG2204	Regulatory protein AtoC
BLEECCFP_00677	CDS	1374	trkA		COG0569	Trk system potassium uptake protein TrkA
BLEECCFP_00678	CDS	843	dat	2.6.1.21		D-alanine aminotransferase
BLEECCFP_00679	CDS	684	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
BLEECCFP_00680	CDS	255	hfq			RNA-binding protein Hfq
BLEECCFP_00681	CDS	1305	hflX		COG2262	GTPase HflX
BLEECCFP_00682	CDS	474				hypothetical protein
BLEECCFP_00683	tRNA	85				tRNA-Leu(tag)
BLEECCFP_00684	CDS	1353	tig	5.2.1.8	COG0544	Trigger factor
BLEECCFP_00685	CDS	648	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
BLEECCFP_00686	CDS	1278	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
BLEECCFP_00687	CDS	2403	lon_1	3.4.21.53	COG0466	Lon protease
BLEECCFP_00688	CDS	285	hupB		COG0776	DNA-binding protein HRm
BLEECCFP_00689	CDS	1233				hypothetical protein
BLEECCFP_00690	CDS	450				hypothetical protein
BLEECCFP_00691	CDS	519				hypothetical protein
BLEECCFP_00692	CDS	342				hypothetical protein
BLEECCFP_00693	CDS	1206				hypothetical protein
BLEECCFP_00694	CDS	1269				hypothetical protein
BLEECCFP_00695	CDS	249				hypothetical protein
BLEECCFP_00696	CDS	414				hypothetical protein
BLEECCFP_00697	CDS	1281				hypothetical protein
BLEECCFP_00698	CDS	279				hypothetical protein
BLEECCFP_00699	CDS	417				hypothetical protein
BLEECCFP_00700	CDS	741				hypothetical protein
BLEECCFP_00701	CDS	345				hypothetical protein
BLEECCFP_00702	CDS	1008				hypothetical protein
BLEECCFP_00703	CDS	225				hypothetical protein
BLEECCFP_00704	CDS	399				hypothetical protein
BLEECCFP_00705	CDS	585				hypothetical protein
BLEECCFP_00706	CDS	324				hypothetical protein
BLEECCFP_00707	CDS	1689	rnjA	3.1.-.-	COG0595	Ribonuclease J1
BLEECCFP_00708	CDS	414				hypothetical protein
BLEECCFP_00709	CDS	234				hypothetical protein
BLEECCFP_00710	CDS	549	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
BLEECCFP_00711	CDS	621	tdk	2.7.1.21	COG1435	Thymidine kinase
BLEECCFP_00712	CDS	852	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
BLEECCFP_00713	CDS	2187	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
BLEECCFP_00714	CDS	1257	nupX		COG1972	Putative nucleoside permease NupX
BLEECCFP_00715	CDS	1308				hypothetical protein
BLEECCFP_00716	CDS	513				hypothetical protein
BLEECCFP_00717	CDS	534				hypothetical protein
BLEECCFP_00718	CDS	1791				hypothetical protein
BLEECCFP_00719	CDS	249				hypothetical protein
BLEECCFP_00720	CDS	384				hypothetical protein
BLEECCFP_00721	CDS	891	rbsK	2.7.1.15	COG0524	Ribokinase
BLEECCFP_00722	CDS	906	arnD	3.5.1.-		putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
BLEECCFP_00723	CDS	1050	arnA_1			Bifunctional polymyxin resistance protein ArnA
BLEECCFP_00724	CDS	957	arnA_2			Bifunctional polymyxin resistance protein ArnA
BLEECCFP_00725	CDS	936	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BLEECCFP_00726	CDS	1200	arnB_1	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
BLEECCFP_00727	CDS	366	arnF			putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
BLEECCFP_00728	CDS	1668	arnT_2	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
BLEECCFP_00729	CDS	690	lysS_1	6.1.1.6		Lysine--tRNA ligase
BLEECCFP_00730	CDS	861	lysS_2	6.1.1.6		Lysine--tRNA ligase
BLEECCFP_00731	CDS	297				hypothetical protein
BLEECCFP_00732	CDS	1053	recA		COG0468	Protein RecA
BLEECCFP_00733	CDS	2649	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
BLEECCFP_00734	CDS	918				hypothetical protein
BLEECCFP_00735	CDS	2049				hypothetical protein
BLEECCFP_00736	tRNA	92				tRNA-Ser(gct)
BLEECCFP_00737	CDS	1137	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
BLEECCFP_00738	tRNA	77				tRNA-Met(cat)
BLEECCFP_00739	CDS	390				hypothetical protein
BLEECCFP_00740	CDS	432				hypothetical protein
BLEECCFP_00741	CDS	1491	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
BLEECCFP_00742	CDS	1488	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
BLEECCFP_00743	CDS	297	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
BLEECCFP_00744	CDS	630				hypothetical protein
BLEECCFP_00745	CDS	1377	gltX1	6.1.1.17	COG0008	Glutamate--tRNA ligase 1
