locus_tag	ftype	length_bp	gene	EC_number	COG	product
AJGJENBJ_00384	CDS	147				hypothetical protein
AJGJENBJ_00385	CDS	525	infC		COG0290	Translation initiation factor IF-3
AJGJENBJ_00386	CDS	675	pgl	3.1.1.31		6-phosphogluconolactonase
AJGJENBJ_00387	CDS	1434	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
AJGJENBJ_00388	CDS	492	proX		COG3760	Prolyl-tRNA editing protein ProX
AJGJENBJ_00389	CDS	861	dipZ		COG0785	Protein DipZ
AJGJENBJ_00390	CDS	639				hypothetical protein
AJGJENBJ_00391	CDS	1299	glmU		COG1207	Bifunctional protein GlmU
AJGJENBJ_00392	CDS	831	comEC_2		COG0658	ComE operon protein 3
AJGJENBJ_00393	CDS	441				hypothetical protein
AJGJENBJ_00394	CDS	834	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
AJGJENBJ_00395	CDS	900				hypothetical protein
AJGJENBJ_00396	CDS	417				hypothetical protein
AJGJENBJ_00397	CDS	600	recR		COG0353	Recombination protein RecR
AJGJENBJ_00398	CDS	2301				Cell surface protein
AJGJENBJ_00399	CDS	441	smpB		COG0691	SsrA-binding protein
AJGJENBJ_00400	CDS	834				hypothetical protein
AJGJENBJ_00401	CDS	357				hypothetical protein
AJGJENBJ_00402	CDS	699	sufC		COG0396	Vegetative protein 296
AJGJENBJ_00403	CDS	744			COG2968	26 kDa periplasmic immunogenic protein
AJGJENBJ_00404	CDS	1368				hypothetical protein
AJGJENBJ_00405	CDS	558				hypothetical protein
AJGJENBJ_00406	CDS	675				hypothetical protein
AJGJENBJ_00407	CDS	765				hypothetical protein
AJGJENBJ_00408	CDS	1257	csd	2.8.1.7		putative cysteine desulfurase
AJGJENBJ_00409	CDS	405	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
AJGJENBJ_00410	CDS	1653	ycf3			Photosystem I assembly protein Ycf3
AJGJENBJ_00411	CDS	987				Cell surface glycoprotein 2
AJGJENBJ_00412	CDS	816			COG1073	putative protein
AJGJENBJ_00413	tRNA	75				tRNA-Thr(ggt)
AJGJENBJ_00414	CDS	480				hypothetical protein
AJGJENBJ_00415	CDS	753	prfB		COG1186	Peptide chain release factor 2
AJGJENBJ_00416	CDS	171				hypothetical protein
AJGJENBJ_00417	tRNA	91				tRNA-Ser(cga)
AJGJENBJ_00418	CDS	1038	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
AJGJENBJ_00419	CDS	1065				hypothetical protein
AJGJENBJ_00420	CDS	2628				hypothetical protein
AJGJENBJ_00421	CDS	1554	rny	3.1.-.-	COG1418	Ribonuclease Y
AJGJENBJ_00422	CDS	168				hypothetical protein
AJGJENBJ_00423	CDS	252	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
AJGJENBJ_00424	tRNA	77				tRNA-Ala(tgc)
AJGJENBJ_00425	CDS	270				hypothetical protein
AJGJENBJ_00426	CDS	318	trxA			Thioredoxin 1
AJGJENBJ_00427	CDS	1275	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
AJGJENBJ_00428	CDS	375				hypothetical protein
AJGJENBJ_00429	CDS	570	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
AJGJENBJ_00430	CDS	213				hypothetical protein
AJGJENBJ_00431	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
AJGJENBJ_00432	CDS	495				hypothetical protein
AJGJENBJ_00433	CDS	849	ssb_2		COG0629	Single-stranded DNA-binding protein
AJGJENBJ_00434	CDS	564	efp			Elongation factor P
AJGJENBJ_00435	CDS	276				hypothetical protein
AJGJENBJ_00436	CDS	1434	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
AJGJENBJ_00437	CDS	258	def	3.5.1.88	COG0242	Peptide deformylase
AJGJENBJ_00438	CDS	585	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
AJGJENBJ_00439	CDS	1161	dnaN			Beta sliding clamp
AJGJENBJ_00440	CDS	3162	mfd	3.6.4.-		Transcription-repair-coupling factor
AJGJENBJ_00441	CDS	207				hypothetical protein
AJGJENBJ_00442	CDS	2364	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
AJGJENBJ_00443	CDS	2103	dinG	3.6.4.12	COG0847	putative ATP-dependent helicase DinG 
AJGJENBJ_00444	CDS	267				hypothetical protein
AJGJENBJ_00445	CDS	633				hypothetical protein
AJGJENBJ_00446	CDS	210	rpmB		COG0227	50S ribosomal protein L28
AJGJENBJ_00447	CDS	936				hypothetical protein
AJGJENBJ_00448	CDS	609				hypothetical protein
AJGJENBJ_00449	CDS	660				hypothetical protein
AJGJENBJ_00450	CDS	1320	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
AJGJENBJ_00451	CDS	975			COG0701	Putative two-component membrane permease complex subunit SMU_747c
AJGJENBJ_00452	CDS	633				hypothetical protein
AJGJENBJ_00453	CDS	1026	coaE	2.7.1.24		Dephospho-CoA kinase
AJGJENBJ_00454	CDS	261				hypothetical protein
AJGJENBJ_00455	CDS	300				hypothetical protein
AJGJENBJ_00456	CDS	816	strL	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
AJGJENBJ_00457	CDS	486				hypothetical protein
AJGJENBJ_00458	CDS	2301	spoIIIE		COG1674	DNA translocase SpoIIIE
AJGJENBJ_00459	CDS	459				hypothetical protein
AJGJENBJ_00460	CDS	729				hypothetical protein
AJGJENBJ_00461	CDS	1335	rpsA		COG0539	30S ribosomal protein S1
AJGJENBJ_00462	CDS	330	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
AJGJENBJ_00463	tRNA	76				tRNA-Lys(ctt)
AJGJENBJ_00464	CDS	1674				hypothetical protein
AJGJENBJ_00465	CDS	2238				hypothetical protein
AJGJENBJ_00466	CDS	1659				hypothetical protein
AJGJENBJ_00467	CDS	291				hypothetical protein
AJGJENBJ_00468	CDS	303				hypothetical protein
AJGJENBJ_00469	CDS	1668				hypothetical protein
AJGJENBJ_00470	CDS	207				hypothetical protein
AJGJENBJ_00471	CDS	1668				hypothetical protein
AJGJENBJ_00472	CDS	447	rplI		COG0359	50S ribosomal protein L9
AJGJENBJ_00473	CDS	2208	appA			Oligopeptide-binding protein AppA
AJGJENBJ_00474	CDS	207				hypothetical protein
AJGJENBJ_00475	CDS	387				hypothetical protein
AJGJENBJ_00476	CDS	498				hypothetical protein
AJGJENBJ_00477	tRNA	77				tRNA-Val(gac)
AJGJENBJ_00478	CDS	1143	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
AJGJENBJ_00479	CDS	1185	xylA	5.3.1.5		Xylose isomerase
AJGJENBJ_00480	CDS	687				hypothetical protein
AJGJENBJ_00481	CDS	1263	ancA_2			Cellulosome-anchoring protein
AJGJENBJ_00482	CDS	768			COG0596	putative protein
AJGJENBJ_00483	CDS	1644	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
AJGJENBJ_00484	CDS	1293	rfbE	2.6.1.102	COG0399	GDP-perosamine synthase
AJGJENBJ_00485	CDS	1191	femB	2.3.2.18	COG2348	Aminoacyltransferase FemB
AJGJENBJ_00486	CDS	417				hypothetical protein
AJGJENBJ_00487	CDS	840				hypothetical protein
AJGJENBJ_00488	CDS	1092	recF		COG1195	DNA replication and repair protein RecF
AJGJENBJ_00489	CDS	432	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
AJGJENBJ_00490	CDS	1779	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
AJGJENBJ_00491	CDS	261				hypothetical protein
AJGJENBJ_00492	CDS	330				hypothetical protein
AJGJENBJ_00493	CDS	1263				hypothetical protein
AJGJENBJ_00494	CDS	330	groS		COG0234	10 kDa chaperonin
AJGJENBJ_00495	CDS	1650	groL		COG0459	60 kDa chaperonin
AJGJENBJ_00496	CDS	144				hypothetical protein
AJGJENBJ_00497	CDS	975				hypothetical protein
AJGJENBJ_00498	CDS	1254	serS	6.1.1.11	COG0172	Serine--tRNA ligase
AJGJENBJ_00499	CDS	1506	purH		COG0138	Bifunctional purine biosynthesis protein PurH
AJGJENBJ_00500	CDS	597				hypothetical protein
AJGJENBJ_00501	tRNA	77				tRNA-Thr(tgt)
AJGJENBJ_00502	CDS	300				hypothetical protein
AJGJENBJ_00503	CDS	1401	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
AJGJENBJ_00504	CDS	3657				hypothetical protein
AJGJENBJ_00505	CDS	672	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
AJGJENBJ_00506	CDS	1521	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
AJGJENBJ_00507	CDS	879				hypothetical protein
AJGJENBJ_00508	CDS	135				hypothetical protein
AJGJENBJ_00509	tRNA	75				tRNA-Arg(cct)
AJGJENBJ_00510	CDS	537				hypothetical protein
AJGJENBJ_00511	CDS	1317	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
AJGJENBJ_00512	CDS	330	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
AJGJENBJ_00513	CDS	1182	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
AJGJENBJ_00514	CDS	1071	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
AJGJENBJ_00515	CDS	591		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
AJGJENBJ_00516	CDS	1407	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
AJGJENBJ_00517	CDS	684				hypothetical protein
AJGJENBJ_00518	CDS	534				hypothetical protein
AJGJENBJ_00519	CDS	276				hypothetical protein
AJGJENBJ_00520	CDS	273				hypothetical protein
AJGJENBJ_00521	CDS	924	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
AJGJENBJ_00522	CDS	270				hypothetical protein
AJGJENBJ_00523	CDS	837	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
AJGJENBJ_00524	CDS	612				hypothetical protein
AJGJENBJ_00525	CDS	651		1.10.3.-	COG1496	Polyphenol oxidase
AJGJENBJ_00526	CDS	1113	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
AJGJENBJ_00527	CDS	921	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
AJGJENBJ_00528	tRNA	76				tRNA-Trp(cca)
AJGJENBJ_00529	CDS	156				hypothetical protein
AJGJENBJ_00530	CDS	447	nrdR		COG1327	Transcriptional repressor NrdR
AJGJENBJ_00531	CDS	567	yciO		COG0009	putative protein YciO
AJGJENBJ_00532	CDS	3729	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
AJGJENBJ_00533	CDS	342				hypothetical protein
AJGJENBJ_00534	CDS	1326	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
AJGJENBJ_00535	CDS	1446				hypothetical protein
AJGJENBJ_00536	CDS	7764				hypothetical protein
AJGJENBJ_00537	CDS	726				hypothetical protein
AJGJENBJ_00538	CDS	750				hypothetical protein
AJGJENBJ_00539	CDS	2262				hypothetical protein
AJGJENBJ_00540	CDS	1722	rnjA	3.1.-.-	COG0595	Ribonuclease J1
AJGJENBJ_00541	CDS	93				hypothetical protein
AJGJENBJ_00542	CDS	2139				hypothetical protein
AJGJENBJ_00543	CDS	357	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
AJGJENBJ_00544	CDS	333				hypothetical protein
AJGJENBJ_00545	CDS	1128	adoK	2.7.1.20		Adenosine kinase
AJGJENBJ_00546	CDS	1326	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
AJGJENBJ_00547	CDS	948	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
AJGJENBJ_00548	CDS	1092	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
AJGJENBJ_00549	CDS	228				hypothetical protein
AJGJENBJ_00550	CDS	1284				hypothetical protein
AJGJENBJ_00551	CDS	972	gmd_2	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
AJGJENBJ_00552	CDS	153				hypothetical protein
AJGJENBJ_00553	CDS	1191				hypothetical protein
AJGJENBJ_00554	CDS	1116	ppm1_2	2.4.1.-		Polyprenol monophosphomannose synthase
AJGJENBJ_00555	CDS	672				hypothetical protein
AJGJENBJ_00556	CDS	972				hypothetical protein
AJGJENBJ_00557	CDS	339				hypothetical protein
AJGJENBJ_00558	CDS	1095	pimB_2	2.4.1.346	COG0438	GDP-mannose-dependent monoacylated alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
AJGJENBJ_00559	CDS	966	ftsQ			Cell division protein FtsQ
AJGJENBJ_00560	CDS	861	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
AJGJENBJ_00561	CDS	999	nlpD			Murein hydrolase activator NlpD
AJGJENBJ_00562	CDS	2388	resE	2.7.13.3		Sensor histidine kinase ResE
AJGJENBJ_00563	CDS	2556				hypothetical protein
AJGJENBJ_00564	CDS	462				hypothetical protein
AJGJENBJ_00565	CDS	495				hypothetical protein
AJGJENBJ_00566	CDS	507				hypothetical protein
AJGJENBJ_00567	CDS	441				hypothetical protein
AJGJENBJ_00568	CDS	1539				hypothetical protein
AJGJENBJ_00569	CDS	477				hypothetical protein
AJGJENBJ_00570	CDS	1173	epsF		COG1459	Type II secretion system protein F
AJGJENBJ_00571	CDS	4077	epsE		COG2804	Type II secretion system protein E
AJGJENBJ_00572	CDS	444	czcR			Transcriptional activator protein CzcR
AJGJENBJ_00573	CDS	204				hypothetical protein
AJGJENBJ_00574	CDS	750	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
AJGJENBJ_00575	CDS	753			COG0217	putative transcriptional regulatory protein/MSMEI_2866
AJGJENBJ_00576	CDS	1458	pyrC	3.5.2.3	COG0044	Dihydroorotase
AJGJENBJ_00577	CDS	807				hypothetical protein
AJGJENBJ_00578	CDS	909	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
AJGJENBJ_00579	CDS	633				hypothetical protein
AJGJENBJ_00580	CDS	1560				hypothetical protein
AJGJENBJ_00581	CDS	312	csrA		COG1551	Translational regulator CsrA
AJGJENBJ_00582	CDS	396				hypothetical protein
AJGJENBJ_00583	CDS	675	rluF	5.4.99.21	COG1187	23S rRNA pseudouridine(2604) synthase
AJGJENBJ_00584	CDS	381				hypothetical protein
AJGJENBJ_00585	CDS	549	tmung	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
AJGJENBJ_00586	CDS	1842	ftsH3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
AJGJENBJ_00587	CDS	516				hypothetical protein
AJGJENBJ_00588	CDS	1266				hypothetical protein
AJGJENBJ_00589	CDS	618				hypothetical protein
AJGJENBJ_00590	CDS	234				hypothetical protein
AJGJENBJ_00591	CDS	291				hypothetical protein
AJGJENBJ_00592	CDS	216				hypothetical protein
AJGJENBJ_00593	CDS	399				hypothetical protein
AJGJENBJ_00594	CDS	501				hypothetical protein
AJGJENBJ_00595	CDS	330				hypothetical protein
AJGJENBJ_00596	CDS	528				hypothetical protein
AJGJENBJ_00597	rRNA	662				16S ribosomal RNA (partial)
AJGJENBJ_00598	CDS	144				hypothetical protein
AJGJENBJ_00599	CDS	1953				hypothetical protein
AJGJENBJ_00600	CDS	657	cnrH			RNA polymerase sigma factor CnrH
AJGJENBJ_00601	CDS	1806	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
AJGJENBJ_00602	CDS	1293	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
AJGJENBJ_00603	CDS	798				hypothetical protein
AJGJENBJ_00604	CDS	630	dedA		COG0586	Protein DedA
AJGJENBJ_00605	CDS	474				hypothetical protein
AJGJENBJ_00606	CDS	933				hypothetical protein
AJGJENBJ_00607	CDS	2400	secDF		COG0341	Protein translocase subunit SecDF
AJGJENBJ_00608	CDS	984	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
AJGJENBJ_00609	CDS	804				hypothetical protein
AJGJENBJ_00610	CDS	894	htpX	3.4.24.-	COG0501	Protease HtpX 
AJGJENBJ_00611	CDS	561	lemA		COG1704	Protein LemA
AJGJENBJ_00612	CDS	750				hypothetical protein
AJGJENBJ_00613	CDS	186				hypothetical protein
AJGJENBJ_00614	CDS	204				hypothetical protein
AJGJENBJ_00615	CDS	1302	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
AJGJENBJ_00616	CDS	561				hypothetical protein
AJGJENBJ_00617	CDS	1299	yidC2		COG0706	Membrane protein insertase YidC 2
AJGJENBJ_00618	CDS	390				hypothetical protein
AJGJENBJ_00619	CDS	342				hypothetical protein
AJGJENBJ_00620	CDS	2124	topA	5.99.1.2		DNA topoisomerase 1
AJGJENBJ_00621	CDS	726	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
AJGJENBJ_00622	CDS	213				hypothetical protein
AJGJENBJ_00623	CDS	1041	mshA	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
AJGJENBJ_00624	CDS	942	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
AJGJENBJ_00625	CDS	1200		2.4.1.11	COG0438	Glycogen synthase
AJGJENBJ_00626	CDS	378				hypothetical protein
AJGJENBJ_00627	CDS	669		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
AJGJENBJ_00628	CDS	2886				hypothetical protein
AJGJENBJ_00629	CDS	1974	uvrB		COG0556	UvrABC system protein B
AJGJENBJ_00630	CDS	234				hypothetical protein
AJGJENBJ_00631	CDS	540	yvqK	2.5.1.17	COG2096	Cob(I)yrinic acid a,c-diamide adenosyltransferase
AJGJENBJ_00632	CDS	2658	secA		COG0653	Protein translocase subunit SecA
AJGJENBJ_00633	CDS	1230	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
AJGJENBJ_00634	CDS	3279			COG2385	putative protein
AJGJENBJ_00635	CDS	1203	metK	2.5.1.6		S-adenosylmethionine synthase
AJGJENBJ_00636	CDS	333				hypothetical protein
AJGJENBJ_00637	CDS	1878				hypothetical protein
AJGJENBJ_00638	CDS	147				hypothetical protein
AJGJENBJ_00639	CDS	957				hypothetical protein
AJGJENBJ_00640	CDS	588				hypothetical protein
AJGJENBJ_00641	CDS	336				hypothetical protein
AJGJENBJ_00642	tRNA	87				tRNA-Leu(tag)
AJGJENBJ_00643	CDS	273				hypothetical protein
AJGJENBJ_00644	CDS	1767	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
AJGJENBJ_00645	CDS	3087	pbpG		COG0744	Penicillin-binding protein 2D
AJGJENBJ_00646	CDS	558	rpsF		COG0360	30S ribosomal protein S6
AJGJENBJ_00647	CDS	252	rpsR		COG0238	30S ribosomal protein S18
AJGJENBJ_00648	CDS	999	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit tau
AJGJENBJ_00649	CDS	768	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
AJGJENBJ_00650	CDS	876	epsH	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
AJGJENBJ_00651	CDS	603	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
AJGJENBJ_00652	CDS	1377	nusA		COG0195	Transcription termination/antitermination protein NusA
AJGJENBJ_00653	CDS	1170	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
AJGJENBJ_00654	CDS	1251	purQ	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurQ
AJGJENBJ_00655	CDS	468	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
AJGJENBJ_00656	CDS	753				hypothetical protein
AJGJENBJ_00657	CDS	336				hypothetical protein
AJGJENBJ_00658	CDS	978	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
AJGJENBJ_00659	CDS	339				hypothetical protein
AJGJENBJ_00660	CDS	1275	yhhT_2		COG0628	Putative transport protein YhhT
AJGJENBJ_00661	CDS	300				hypothetical protein
AJGJENBJ_00662	CDS	1515	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
AJGJENBJ_00663	tRNA	77				tRNA-Pro(tgg)
AJGJENBJ_00664	CDS	579				hypothetical protein
AJGJENBJ_00665	CDS	1086	rpoD		COG0568	RNA polymerase sigma factor RpoD
AJGJENBJ_00666	tRNA	77				tRNA-Met(cat)
AJGJENBJ_00667	CDS	474	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
AJGJENBJ_00668	CDS	444				hypothetical protein
AJGJENBJ_00669	CDS	1314	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
AJGJENBJ_00670	CDS	273	rpmA		COG0211	50S ribosomal protein L27
AJGJENBJ_00671	CDS	426	rplK		COG0080	50S ribosomal protein L11
AJGJENBJ_00672	CDS	681	rplA			50S ribosomal protein L1
AJGJENBJ_00673	CDS	1152				hypothetical protein
AJGJENBJ_00674	tRNA	76				tRNA-Phe(gaa)
AJGJENBJ_00675	CDS	330				hypothetical protein
AJGJENBJ_00676	CDS	189				hypothetical protein
AJGJENBJ_00677	CDS	2967				Cell surface glycoprotein 2
AJGJENBJ_00678	CDS	393				hypothetical protein
AJGJENBJ_00679	CDS	2211				hypothetical protein
AJGJENBJ_00680	CDS	102				hypothetical protein
AJGJENBJ_00681	CDS	795				hypothetical protein
AJGJENBJ_00682	CDS	756	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
AJGJENBJ_00683	CDS	996	yrbG		COG0530	Inner membrane protein YrbG
AJGJENBJ_00684	CDS	858		5.1.3.31		D-tagatose 3-epimerase
AJGJENBJ_00685	tRNA	77				tRNA-Met(cat)
AJGJENBJ_00686	CDS	1104		2.4.1.11	COG0438	Glycogen synthase
AJGJENBJ_00687	CDS	1047	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
AJGJENBJ_00688	CDS	873				hypothetical protein
AJGJENBJ_00689	CDS	555	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
AJGJENBJ_00690	CDS	603				hypothetical protein
AJGJENBJ_00691	CDS	636	sipU	3.4.21.89	COG0681	Signal peptidase I U
AJGJENBJ_00692	CDS	753				hypothetical protein
AJGJENBJ_00693	CDS	1773	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
AJGJENBJ_00694	CDS	366				hypothetical protein
AJGJENBJ_00695	CDS	363				hypothetical protein
AJGJENBJ_00696	CDS	390				hypothetical protein
AJGJENBJ_00697	CDS	2529	spoVD		COG0768	Stage V sporulation protein D
AJGJENBJ_00698	CDS	1134	hxcR		COG2804	putative type II secretion system protein HxcR
AJGJENBJ_00699	CDS	378				hypothetical protein
AJGJENBJ_00700	CDS	2076				hypothetical protein
AJGJENBJ_00701	CDS	90				hypothetical protein
AJGJENBJ_00702	CDS	1005	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
AJGJENBJ_00703	CDS	774				hypothetical protein
AJGJENBJ_00704	CDS	765	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
AJGJENBJ_00705	CDS	636				hypothetical protein
AJGJENBJ_00706	CDS	285				hypothetical protein
AJGJENBJ_00707	CDS	2337	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
AJGJENBJ_00708	CDS	669				hypothetical protein
AJGJENBJ_00709	CDS	390				hypothetical protein
AJGJENBJ_00710	CDS	753				hypothetical protein
AJGJENBJ_00711	CDS	441	grpE		COG0576	Protein GrpE
AJGJENBJ_00712	CDS	1287	nrnA_1	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
AJGJENBJ_00713	CDS	363				hypothetical protein
AJGJENBJ_00714	CDS	1017	nrnA_2	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
AJGJENBJ_00715	CDS	873	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
AJGJENBJ_00716	CDS	2607	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
AJGJENBJ_00717	CDS	387	yqgF	3.1.-.-		Putative pre-16S rRNA nuclease
AJGJENBJ_00718	CDS	267	rpsT		COG0268	30S ribosomal protein S20
AJGJENBJ_00719	CDS	1932	priA	3.6.4.-	COG1198	Primosomal protein N'
AJGJENBJ_00720	CDS	2028	dnaK		COG0443	Chaperone protein DnaK
AJGJENBJ_00721	CDS	975	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
AJGJENBJ_00722	CDS	840	nfo	3.1.21.2		putative endonuclease 4
AJGJENBJ_00723	CDS	1353	cca	2.7.7.72		CCA-adding enzyme
AJGJENBJ_00724	CDS	294				hypothetical protein
AJGJENBJ_00725	CDS	894	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
AJGJENBJ_00726	tRNA	90				tRNA-Ser(tga)
AJGJENBJ_00727	tRNA	92				tRNA-Ser(gct)
AJGJENBJ_00728	CDS	2268	ancA_3			Cellulosome-anchoring protein
AJGJENBJ_00729	CDS	1416	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
AJGJENBJ_00730	CDS	276				hypothetical protein
AJGJENBJ_00731	CDS	645	tal	2.2.1.2	COG0176	Transaldolase
AJGJENBJ_00732	CDS	2361	cbbT	2.2.1.1		Transketolase 2
AJGJENBJ_00733	CDS	243				hypothetical protein
AJGJENBJ_00734	CDS	312				hypothetical protein
AJGJENBJ_00735	CDS	861	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
AJGJENBJ_00736	CDS	2025				hypothetical protein
AJGJENBJ_00737	CDS	372				hypothetical protein
AJGJENBJ_00738	CDS	1155	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
AJGJENBJ_00739	CDS	300				hypothetical protein
AJGJENBJ_00740	CDS	141				hypothetical protein
AJGJENBJ_00741	CDS	948	xerD			Tyrosine recombinase XerD
AJGJENBJ_00742	CDS	591				hypothetical protein
AJGJENBJ_00743	CDS	240				hypothetical protein
AJGJENBJ_00744	CDS	1242				hypothetical protein
AJGJENBJ_00745	CDS	1146	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
AJGJENBJ_00746	CDS	1143				hypothetical protein
AJGJENBJ_00747	CDS	918				hypothetical protein
AJGJENBJ_00748	CDS	1245		3.4.21.-		putative CtpA-like serine protease
AJGJENBJ_00749	CDS	435	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
AJGJENBJ_00750	CDS	1272		3.4.24.-	COG0612	putative zinc protease
AJGJENBJ_00751	CDS	1254				hypothetical protein
AJGJENBJ_00752	CDS	225				hypothetical protein
AJGJENBJ_00753	CDS	1494	comM		COG0606	Competence protein ComM
AJGJENBJ_00754	rRNA	706				16S ribosomal RNA (partial)
AJGJENBJ_00755	CDS	453				hypothetical protein
AJGJENBJ_00756	CDS	285				hypothetical protein
AJGJENBJ_00757	CDS	1056	ychF		COG0012	Ribosome-binding ATPase YchF
AJGJENBJ_00758	CDS	948	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
