locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBFFFBAL_00342	CDS	1395	tvaII	3.2.1.135		Neopullulanase 2
EBFFFBAL_00343	CDS	192				hypothetical protein
EBFFFBAL_00344	CDS	612				hypothetical protein
EBFFFBAL_00345	CDS	867				hypothetical protein
EBFFFBAL_00346	CDS	891				hypothetical protein
EBFFFBAL_00347	CDS	1380	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
EBFFFBAL_00348	CDS	996	xynZ	3.2.1.8	COG2382	Endo-1,4-beta-xylanase Z
EBFFFBAL_00349	CDS	630				hypothetical protein
EBFFFBAL_00350	CDS	1347	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
EBFFFBAL_00351	CDS	657				hypothetical protein
EBFFFBAL_00352	CDS	756	fbiB_1	6.3.2.31	COG0778	Coenzyme F420:L-glutamate ligase
EBFFFBAL_00353	CDS	549	thpR	3.1.4.-		RNA 2',3'-cyclic phosphodiesterase
EBFFFBAL_00354	CDS	396				hypothetical protein
EBFFFBAL_00355	CDS	933	cofD	2.7.8.28	COG0391	2-phospho-L-lactate transferase
EBFFFBAL_00356	CDS	666	cofC	2.7.7.68		2-phospho-L-lactate guanylyltransferase
EBFFFBAL_00357	CDS	249	feoC			Ferrous iron transport protein C
EBFFFBAL_00358	CDS	2154	feoB_1		COG0370	Fe(2+) transporter FeoB
EBFFFBAL_00359	CDS	243				hypothetical protein
EBFFFBAL_00360	CDS	657	ideR_1		COG1321	Iron-dependent repressor IdeR
EBFFFBAL_00361	CDS	999	fgd1	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase
EBFFFBAL_00362	CDS	465				hypothetical protein
EBFFFBAL_00363	CDS	753	kdhA_1	1.5.99.14		6-hydroxypseudooxynicotine dehydrogenase complex subunit alpha
EBFFFBAL_00364	CDS	2913	ptrA	3.4.24.55	COG1025	Protease 3
EBFFFBAL_00365	CDS	2994	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
EBFFFBAL_00366	CDS	336				hypothetical protein
EBFFFBAL_00367	CDS	567				hypothetical protein
EBFFFBAL_00368	CDS	687	yjjG_2	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
EBFFFBAL_00369	CDS	1164				hypothetical protein
EBFFFBAL_00370	CDS	369				hypothetical protein
EBFFFBAL_00371	CDS	804	baiA_1	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
EBFFFBAL_00372	CDS	453				hypothetical protein
EBFFFBAL_00373	CDS	402	dinB_1	2.7.7.7		DNA polymerase IV
EBFFFBAL_00374	CDS	693				hypothetical protein
EBFFFBAL_00375	CDS	702				hypothetical protein
EBFFFBAL_00376	CDS	165				hypothetical protein
EBFFFBAL_00377	CDS	1347		3.6.1.1		Cobalt-dependent inorganic pyrophosphatase
EBFFFBAL_00378	CDS	801	pucA_1	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
EBFFFBAL_00379	CDS	1416	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
EBFFFBAL_00380	CDS	393				hypothetical protein
EBFFFBAL_00381	CDS	1704				hypothetical protein
EBFFFBAL_00382	CDS	2184	pucD_1	1.17.1.4	COG1529	putative xanthine dehydrogenase subunit D
EBFFFBAL_00383	CDS	735				hypothetical protein
EBFFFBAL_00384	CDS	891	cpo	1.11.1.10		Non-heme chloroperoxidase
EBFFFBAL_00385	CDS	807				hypothetical protein
EBFFFBAL_00386	CDS	1335	nboR	1.1.1.328		Nicotine blue oxidoreductase
EBFFFBAL_00387	CDS	2343	hppA	3.6.1.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
EBFFFBAL_00388	CDS	3033	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
EBFFFBAL_00389	CDS	450	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
EBFFFBAL_00390	CDS	273	rsfS		COG0799	Ribosomal silencing factor RsfS
EBFFFBAL_00391	CDS	582	ytlP	3.1.4.-		RNA 2',3'-cyclic phosphodiesterase
EBFFFBAL_00392	CDS	1251	sigA_2		COG0568	RNA polymerase sigma factor SigA
EBFFFBAL_00393	CDS	1191	tetA_2			Tetracycline resistance protein, class C
EBFFFBAL_00394	CDS	468	nicR		COG1846	HTH-type transcriptional repressor NicR
EBFFFBAL_00395	CDS	1554				hypothetical protein
EBFFFBAL_00396	CDS	1563				hypothetical protein
EBFFFBAL_00397	CDS	1254				hypothetical protein
EBFFFBAL_00398	CDS	1962				hypothetical protein
EBFFFBAL_00399	CDS	1347				hypothetical protein
EBFFFBAL_00400	CDS	273				hypothetical protein
EBFFFBAL_00401	CDS	1488				hypothetical protein
EBFFFBAL_00402	CDS	1044	degS_1	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase DegS
EBFFFBAL_00403	CDS	159				hypothetical protein
EBFFFBAL_00404	CDS	1488	dnaJ_1		COG0484	Chaperone protein DnaJ
EBFFFBAL_00405	CDS	537	odhI_1		COG1716	Oxoglutarate dehydrogenase inhibitor
EBFFFBAL_00406	CDS	243				hypothetical protein
EBFFFBAL_00407	CDS	747	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
EBFFFBAL_00408	CDS	339				hypothetical protein
EBFFFBAL_00409	CDS	507				hypothetical protein
EBFFFBAL_00410	CDS	828	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
EBFFFBAL_00411	CDS	1446				hypothetical protein
EBFFFBAL_00412	CDS	1083	prkC_2	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
EBFFFBAL_00413	CDS	666	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
EBFFFBAL_00414	CDS	360				putative protein
EBFFFBAL_00415	CDS	1683				putative protein
EBFFFBAL_00416	CDS	852				DegV domain-containing protein
EBFFFBAL_00417	CDS	831				DegV domain-containing protein
EBFFFBAL_00418	CDS	2538	recG	3.6.4.12		ATP-dependent DNA helicase RecG
EBFFFBAL_00419	CDS	510	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
EBFFFBAL_00420	CDS	1809				hypothetical protein
EBFFFBAL_00421	CDS	1977	apnhaP			Na(+)/H(+) antiporter ApNhaP
EBFFFBAL_00422	CDS	267	yaaQ		COG3870	putative protein YaaQ
EBFFFBAL_00423	CDS	1221				hypothetical protein
EBFFFBAL_00424	CDS	429				hypothetical protein
EBFFFBAL_00425	CDS	1095				hypothetical protein
EBFFFBAL_00426	CDS	420				hypothetical protein
EBFFFBAL_00427	CDS	1887			COG1055	putative transporter
EBFFFBAL_00428	CDS	1209				hypothetical protein
EBFFFBAL_00429	CDS	1224				hypothetical protein
EBFFFBAL_00430	CDS	549				hypothetical protein
EBFFFBAL_00431	CDS	1050				hypothetical protein
EBFFFBAL_00432	CDS	867	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
EBFFFBAL_00433	CDS	1137				hypothetical protein
EBFFFBAL_00434	CDS	987	phoA_1	3.1.3.1		Alkaline phosphatase
EBFFFBAL_00435	CDS	630				hypothetical protein
EBFFFBAL_00436	CDS	1242	bacD	6.3.2.49	COG0439	Alanine--anticapsin ligase
EBFFFBAL_00437	CDS	1080	tolB_1			Protein TolB
EBFFFBAL_00438	CDS	990	natA_1		COG4555	ABC transporter ATP-binding protein NatA
EBFFFBAL_00439	CDS	810				hypothetical protein
EBFFFBAL_00440	CDS	792				hypothetical protein
EBFFFBAL_00441	CDS	483				hypothetical protein
EBFFFBAL_00442	CDS	897	rluA	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
EBFFFBAL_00443	CDS	864	rlmI_1	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
EBFFFBAL_00444	CDS	618		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
EBFFFBAL_00445	CDS	528			COG1399	putative protein
EBFFFBAL_00446	CDS	1149	sigA_3		COG0568	RNA polymerase sigma factor SigA
EBFFFBAL_00447	CDS	1578				hypothetical protein
EBFFFBAL_00448	CDS	384				hypothetical protein
EBFFFBAL_00449	CDS	654	nfuA_1		COG0316	Fe/S biogenesis protein NfuA
EBFFFBAL_00450	CDS	1794	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
EBFFFBAL_00451	CDS	870		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
EBFFFBAL_00452	CDS	879				hypothetical protein
EBFFFBAL_00453	CDS	498	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
EBFFFBAL_00454	CDS	636	ypfD		COG0539	30S ribosomal protein S1 
EBFFFBAL_00455	CDS	933	ctaA	1.3.-.-	COG1612	Heme A synthase
EBFFFBAL_00456	tRNA	74				tRNA-Arg(tcg)
EBFFFBAL_00457	CDS	579				hypothetical protein
EBFFFBAL_00458	CDS	267				hypothetical protein
EBFFFBAL_00459	CDS	327				hypothetical protein
EBFFFBAL_00460	CDS	840	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EBFFFBAL_00461	CDS	621	srpR			HTH-type transcriptional regulator SrpR
EBFFFBAL_00462	CDS	1401	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
EBFFFBAL_00463	CDS	1794	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
EBFFFBAL_00464	CDS	846	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
EBFFFBAL_00465	CDS	1515	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
EBFFFBAL_00466	CDS	807	aroF_1	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
EBFFFBAL_00467	CDS	414	xerC_1			Tyrosine recombinase XerC
EBFFFBAL_00468	CDS	3285	luxQ	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
EBFFFBAL_00469	CDS	1032	rpfG_1	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
EBFFFBAL_00470	CDS	1344	pleD_1			Response regulator PleD
EBFFFBAL_00471	tRNA	78				tRNA-Met(cat)
EBFFFBAL_00472	CDS	177				hypothetical protein
EBFFFBAL_00473	CDS	2919			COG0247	putative protein
EBFFFBAL_00474	CDS	318			COG0640	HTH-type transcriptional regulator
EBFFFBAL_00475	CDS	474				hypothetical protein
EBFFFBAL_00476	CDS	987		1.1.1.1		Alcohol dehydrogenase
EBFFFBAL_00477	CDS	459				hypothetical protein
EBFFFBAL_00478	CDS	354	sdpR_1		COG0640	Transcriptional repressor SdpR
EBFFFBAL_00479	CDS	753				hypothetical protein
EBFFFBAL_00480	CDS	183				hypothetical protein
EBFFFBAL_00481	CDS	939	yitJ_2		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
EBFFFBAL_00482	CDS	492				hypothetical protein
EBFFFBAL_00483	CDS	1584	nqrF	1.6.5.8		Na(+)-translocating NADH-quinone reductase subunit F
EBFFFBAL_00484	CDS	690				hypothetical protein
EBFFFBAL_00485	CDS	885	acsE_1	2.1.1.258	COG1410	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase
EBFFFBAL_00486	CDS	1146	ccoP2		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
EBFFFBAL_00487	CDS	411	petC_2	1.10.9.1	COG0723	Cytochrome b6-f complex iron-sulfur subunit
EBFFFBAL_00488	CDS	723				hypothetical protein
EBFFFBAL_00489	CDS	1308	carH			HTH-type transcriptional repressor CarH
EBFFFBAL_00490	CDS	1155				hypothetical protein
EBFFFBAL_00491	CDS	816			COG1136	putative ABC transporter ATP-binding protein
EBFFFBAL_00492	CDS	750				hypothetical protein
EBFFFBAL_00493	CDS	2403	ytrF_1		COG0577	ABC transporter permease YtrF
EBFFFBAL_00494	tRNA	88				tRNA-Ser(gga)
EBFFFBAL_00495	CDS	450		2.7.7.53	COG0537	AP-4-A phosphorylase
EBFFFBAL_00496	CDS	1209	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
EBFFFBAL_00497	CDS	492	yfiT	3.-.-.-		Putative metal-dependent hydrolase YfiT
EBFFFBAL_00498	CDS	849	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
EBFFFBAL_00499	CDS	1617	choD	1.1.3.6	COG2303	Cholesterol oxidase
EBFFFBAL_00500	CDS	354	yjbR		COG2315	putative protein YjbR
EBFFFBAL_00501	CDS	720				hypothetical protein
EBFFFBAL_00502	CDS	624				hypothetical protein
EBFFFBAL_00503	CDS	1428				hypothetical protein
EBFFFBAL_00504	CDS	405				hypothetical protein
EBFFFBAL_00505	CDS	447				hypothetical protein
EBFFFBAL_00506	CDS	1437	gatB_1	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
EBFFFBAL_00507	CDS	1596	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
EBFFFBAL_00508	CDS	321	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
EBFFFBAL_00509	CDS	1164	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
EBFFFBAL_00510	CDS	2379				hypothetical protein
EBFFFBAL_00511	CDS	831				hypothetical protein
EBFFFBAL_00512	CDS	237				hypothetical protein
EBFFFBAL_00513	CDS	810	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
EBFFFBAL_00514	CDS	1149	walK_1	2.7.13.3		Sensor histidine kinase WalK
EBFFFBAL_00515	CDS	1212	srrB	2.7.13.3		Sensor protein SrrB
EBFFFBAL_00516	CDS	702	walR		COG0745	Transcriptional regulatory protein WalR
EBFFFBAL_00517	CDS	1200	ylxH		COG0455	Flagellum site-determining protein YlxH
EBFFFBAL_00518	CDS	678				hypothetical protein
EBFFFBAL_00519	CDS	540				hypothetical protein
EBFFFBAL_00520	CDS	861	wecD	2.3.1.210		dTDP-fucosamine acetyltransferase
EBFFFBAL_00521	CDS	744	bdbD_1		COG1651	Disulfide bond formation protein D
EBFFFBAL_00522	CDS	720	ydfK		COG1811	putative membrane protein YdfK
EBFFFBAL_00523	CDS	570	comEA		COG1555	ComE operon protein 1
EBFFFBAL_00524	CDS	630				hypothetical protein
EBFFFBAL_00525	CDS	855	rocF	3.5.3.1		Arginase
EBFFFBAL_00526	CDS	2319				hypothetical protein
EBFFFBAL_00527	CDS	897	thrB_1	2.7.1.39	COG0083	Homoserine kinase
EBFFFBAL_00528	CDS	1533		2.1.2.5	COG3643	Glutamate formimidoyltransferase
EBFFFBAL_00529	CDS	1506	lasA_1	3.4.24.-	COG0739	Protease LasA
EBFFFBAL_00530	CDS	1623	lasA_2	3.4.24.-	COG0739	Protease LasA
EBFFFBAL_00531	CDS	1485	lasA_3	3.4.24.-	COG0739	Protease LasA
EBFFFBAL_00532	CDS	1269	rip2		COG1994	Putative zinc metalloprotease Rip2
EBFFFBAL_00533	CDS	426	yhfA		COG1765	Protein YhfA
EBFFFBAL_00534	CDS	1098	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
EBFFFBAL_00535	CDS	1020	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
EBFFFBAL_00536	CDS	198				hypothetical protein
EBFFFBAL_00537	CDS	438				hypothetical protein
EBFFFBAL_00538	CDS	861				hypothetical protein
EBFFFBAL_00539	CDS	504	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
EBFFFBAL_00540	CDS	231				hypothetical protein
EBFFFBAL_00541	CDS	2421	pleD_2			Response regulator PleD
EBFFFBAL_00542	CDS	720				hypothetical protein
EBFFFBAL_00543	CDS	882	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
EBFFFBAL_00544	CDS	492				hypothetical protein
EBFFFBAL_00545	CDS	1353	folP	2.5.1.15	COG0294	Dihydropteroate synthase
EBFFFBAL_00546	CDS	483				hypothetical protein
EBFFFBAL_00547	CDS	387				hypothetical protein
EBFFFBAL_00548	CDS	471				hypothetical protein
EBFFFBAL_00549	CDS	468	rimI_1	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
EBFFFBAL_00550	CDS	870			COG0330	putative protein
EBFFFBAL_00551	CDS	612				hypothetical protein
EBFFFBAL_00552	CDS	849	hsaD	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
EBFFFBAL_00553	CDS	267				hypothetical protein
EBFFFBAL_00554	CDS	393				hypothetical protein
EBFFFBAL_00555	CDS	228				hypothetical protein
EBFFFBAL_00556	CDS	414	yccU		COG1832	putative protein YccU
EBFFFBAL_00557	CDS	1779				hypothetical protein
EBFFFBAL_00558	CDS	972	speG_1	2.3.1.57		Spermidine N(1)-acetyltransferase
EBFFFBAL_00559	CDS	648				hypothetical protein
EBFFFBAL_00560	CDS	1098	mscK		COG3264	Mechanosensitive channel MscK
EBFFFBAL_00561	CDS	810				hypothetical protein
EBFFFBAL_00562	CDS	498	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
EBFFFBAL_00563	CDS	1182				hypothetical protein
EBFFFBAL_00564	CDS	1080	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
EBFFFBAL_00565	CDS	597	liaR_1		COG2197	Transcriptional regulatory protein LiaR
EBFFFBAL_00566	CDS	696	csgA			C-factor
EBFFFBAL_00567	CDS	1938		3.6.3.-		Putative multidrug export ATP-binding/permease protein
EBFFFBAL_00568	CDS	789				hypothetical protein
EBFFFBAL_00569	CDS	1113				hypothetical protein
EBFFFBAL_00570	CDS	492				hypothetical protein
EBFFFBAL_00571	CDS	2028	appA_2			Oligopeptide-binding protein AppA
EBFFFBAL_00572	CDS	909	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
EBFFFBAL_00573	CDS	2241	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
EBFFFBAL_00574	CDS	666	yhdE		COG0424	Maf-like protein YhdE
EBFFFBAL_00575	CDS	570	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
EBFFFBAL_00576	CDS	1560	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
EBFFFBAL_00577	CDS	507				hypothetical protein
EBFFFBAL_00578	CDS	978	yqeN		COG1466	putative protein YqeN
EBFFFBAL_00579	CDS	609				hypothetical protein
EBFFFBAL_00580	CDS	567				hypothetical protein
EBFFFBAL_00581	CDS	2478				hypothetical protein
EBFFFBAL_00582	CDS	1059	pld	3.1.4.4		Phospholipase D
EBFFFBAL_00583	CDS	1011				hypothetical protein
EBFFFBAL_00584	CDS	567	purR		COG0503	Pur operon repressor
EBFFFBAL_00585	CDS	1497	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
EBFFFBAL_00586	CDS	462	slyA			Transcriptional regulator SlyA
EBFFFBAL_00587	CDS	375				hypothetical protein
EBFFFBAL_00588	CDS	1179				hypothetical protein
EBFFFBAL_00589	CDS	93				hypothetical protein
EBFFFBAL_00590	CDS	1296	pds	1.3.5.5	COG3349	15-cis-phytoene desaturase
EBFFFBAL_00591	CDS	678				hypothetical protein
EBFFFBAL_00592	CDS	1395	tolB_2			Protein TolB
EBFFFBAL_00593	CDS	534	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
EBFFFBAL_00594	CDS	1026	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
EBFFFBAL_00595	CDS	732				hypothetical protein
EBFFFBAL_00596	CDS	537				hypothetical protein
EBFFFBAL_00597	CDS	615	pspA_2	3.1.3.3	COG0406	Phosphoserine phosphatase 1
EBFFFBAL_00598	CDS	855				hypothetical protein
EBFFFBAL_00599	CDS	1707				hypothetical protein
EBFFFBAL_00600	CDS	609				hypothetical protein
EBFFFBAL_00601	CDS	573		2.7.7.1		Nicotinamide-nucleotide adenylyltransferase
EBFFFBAL_00602	CDS	966				hypothetical protein
EBFFFBAL_00603	CDS	891	pykF	2.7.1.40	COG0469	Pyruvate kinase I
EBFFFBAL_00604	CDS	1503	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
EBFFFBAL_00605	CDS	549				hypothetical protein
EBFFFBAL_00606	CDS	846				hypothetical protein
EBFFFBAL_00607	CDS	909	natA_2		COG4555	ABC transporter ATP-binding protein NatA
EBFFFBAL_00608	CDS	729	narL		COG2197	putative transcriptional regulatory protein NarL
EBFFFBAL_00609	CDS	915	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
EBFFFBAL_00610	CDS	156				hypothetical protein
EBFFFBAL_00611	CDS	444	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
EBFFFBAL_00612	CDS	327				hypothetical protein
EBFFFBAL_00613	CDS	486				hypothetical protein
EBFFFBAL_00614	CDS	543				hypothetical protein
EBFFFBAL_00615	CDS	1524				hypothetical protein
EBFFFBAL_00616	CDS	525				hypothetical protein
EBFFFBAL_00617	CDS	801				hypothetical protein
EBFFFBAL_00618	CDS	285				hypothetical protein
EBFFFBAL_00619	CDS	315				hypothetical protein
EBFFFBAL_00620	CDS	1728	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
EBFFFBAL_00621	CDS	1110	mnmE	3.6.-.-		tRNA modification GTPase MnmE
EBFFFBAL_00622	tRNA	75				tRNA-Val(cac)
EBFFFBAL_00623	CDS	867	cphA	3.5.2.6		Metallo-beta-lactamase type 2
EBFFFBAL_00624	CDS	687	plsY_2	2.3.1.-	COG0344	Glycerol-3-phosphate acyltransferase
EBFFFBAL_00625	CDS	405		3.4.19.-	COG1310	putative TtuB-protein conjugate cleaving protease
EBFFFBAL_00626	CDS	855				hypothetical protein
EBFFFBAL_00627	CDS	399				hypothetical protein
EBFFFBAL_00628	CDS	933				hypothetical protein
EBFFFBAL_00629	CDS	363				hypothetical protein
EBFFFBAL_00630	CDS	924	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
EBFFFBAL_00631	CDS	1683	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EBFFFBAL_00632	CDS	678	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
EBFFFBAL_00633	CDS	1956	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
EBFFFBAL_00634	CDS	543				hypothetical protein
EBFFFBAL_00635	CDS	597				hypothetical protein
EBFFFBAL_00636	CDS	1113	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
EBFFFBAL_00637	CDS	1251	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
EBFFFBAL_00638	CDS	1215	gph_1	3.1.3.18		Phosphoglycolate phosphatase
EBFFFBAL_00639	CDS	348				hypothetical protein
EBFFFBAL_00640	CDS	558	efp			Elongation factor P
EBFFFBAL_00641	CDS	372				hypothetical protein
EBFFFBAL_00642	CDS	1392	mepM_3	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
EBFFFBAL_00643	CDS	1662				hypothetical protein
EBFFFBAL_00644	CDS	435				hypothetical protein
EBFFFBAL_00645	CDS	855				hypothetical protein
EBFFFBAL_00646	tRNA	74				tRNA-Arg(tct)
EBFFFBAL_00647	CDS	495	bfr	1.16.3.1	COG2193	Bacterioferritin
EBFFFBAL_00648	CDS	519	tpx	1.11.1.15	COG2077	Thiol peroxidase
EBFFFBAL_00649	CDS	420				hypothetical protein
EBFFFBAL_00650	CDS	2652	lon2	3.4.21.53	COG0466	Lon protease 2
EBFFFBAL_00651	CDS	360	baeR_1		COG0745	Transcriptional regulatory protein BaeR
EBFFFBAL_00652	CDS	1767				hypothetical protein
EBFFFBAL_00653	CDS	498	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
EBFFFBAL_00654	CDS	1152	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
EBFFFBAL_00655	CDS	510				hypothetical protein
EBFFFBAL_00656	CDS	1965	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EBFFFBAL_00657	CDS	936	ravA_1	3.6.3.-		ATPase RavA
EBFFFBAL_00658	CDS	1230				hypothetical protein
EBFFFBAL_00659	CDS	1446				hypothetical protein
EBFFFBAL_00660	CDS	900	bphD_1	3.7.1.8		2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
EBFFFBAL_00661	CDS	1035				hypothetical protein
EBFFFBAL_00662	CDS	639	aqpZ		COG0580	Aquaporin Z
EBFFFBAL_00663	CDS	915	fmt_1	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
EBFFFBAL_00664	CDS	330				hypothetical protein
EBFFFBAL_00665	CDS	390	gcvH			Glycine cleavage system H protein
EBFFFBAL_00666	CDS	1341	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
EBFFFBAL_00667	CDS	1476	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
EBFFFBAL_00668	CDS	1704				hypothetical protein
EBFFFBAL_00669	CDS	1713	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
EBFFFBAL_00670	CDS	477	fbp	5.2.1.8	COG0545	FK506-binding protein
EBFFFBAL_00671	CDS	1227	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
EBFFFBAL_00672	CDS	3126	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
EBFFFBAL_00673	CDS	2361	dgdA	4.1.1.64		2,2-dialkylglycine decarboxylase
EBFFFBAL_00674	CDS	645	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
EBFFFBAL_00675	CDS	1470	ddc	4.1.1.86	COG0076	L-2,4-diaminobutyrate decarboxylase
EBFFFBAL_00676	CDS	543				hypothetical protein
EBFFFBAL_00677	CDS	117				hypothetical protein
EBFFFBAL_00678	CDS	519				hypothetical protein
EBFFFBAL_00679	CDS	738	resA_2			Thiol-disulfide oxidoreductase ResA
EBFFFBAL_00680	tRNA	75				tRNA-Val(tac)
EBFFFBAL_00681	CDS	678				hypothetical protein
EBFFFBAL_00682	CDS	834	murR			HTH-type transcriptional regulator MurR
EBFFFBAL_00683	CDS	771	yisK		COG0179	putative protein YisK
EBFFFBAL_00684	CDS	582	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
EBFFFBAL_00685	CDS	264				hypothetical protein
EBFFFBAL_00686	CDS	231				hypothetical protein
EBFFFBAL_00687	CDS	1116	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
EBFFFBAL_00688	CDS	936	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
EBFFFBAL_00689	CDS	1386	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
EBFFFBAL_00690	CDS	534				hypothetical protein
EBFFFBAL_00691	CDS	981	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
EBFFFBAL_00692	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
EBFFFBAL_00693	CDS	1350	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
EBFFFBAL_00694	CDS	531				hypothetical protein
EBFFFBAL_00695	CDS	2268		2.3.1.169	COG1152	Carbon monoxide dehydrogenase/acetyl-CoA synthase subunit alpha
