locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBEMIEPC_00696	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
MBEMIEPC_00697	CDS	477	iscR		COG1959	HTH-type transcriptional regulator IscR
MBEMIEPC_00698	CDS	1353				hypothetical protein
MBEMIEPC_00699	CDS	561	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
MBEMIEPC_00700	CDS	114				hypothetical protein
MBEMIEPC_00701	CDS	1266	argD_2	2.6.1.11	COG4992	Acetylornithine aminotransferase
MBEMIEPC_00702	CDS	315				hypothetical protein
MBEMIEPC_00703	CDS	414	fur_1		COG0735	Ferric uptake regulation protein
MBEMIEPC_00704	CDS	408	bamE		COG2913	Outer membrane protein assembly factor BamE
MBEMIEPC_00705	CDS	330	rnfH			Protein RnfH
MBEMIEPC_00706	CDS	444	pasT		COG2867	Persistence and stress-resistance toxin PasT
MBEMIEPC_00707	CDS	534	smpB		COG0691	SsrA-binding protein
MBEMIEPC_00708	CDS	510				hypothetical protein
MBEMIEPC_00709	tmRNA	379	ssrA			transfer-messenger RNA, SsrA
MBEMIEPC_00710	CDS	720				hypothetical protein
MBEMIEPC_00711	CDS	414				hypothetical protein
MBEMIEPC_00712	CDS	453				hypothetical protein
MBEMIEPC_00713	CDS	2325	cirA_2		COG4771	Colicin I receptor
MBEMIEPC_00714	CDS	477				hypothetical protein
MBEMIEPC_00715	CDS	1158	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
MBEMIEPC_00716	CDS	2247	ppk	2.7.4.1	COG0855	Polyphosphate kinase
MBEMIEPC_00717	CDS	1020				hypothetical protein
MBEMIEPC_00718	CDS	846				hypothetical protein
MBEMIEPC_00719	CDS	663				hypothetical protein
MBEMIEPC_00720	CDS	1410	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
MBEMIEPC_00721	CDS	573				hypothetical protein
MBEMIEPC_00722	CDS	693				hypothetical protein
MBEMIEPC_00723	CDS	495				hypothetical protein
MBEMIEPC_00724	CDS	576	nfdA_4	3.5.1.91		N-substituted formamide deformylase
MBEMIEPC_00725	CDS	975	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
MBEMIEPC_00726	CDS	1293	fldA_1	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
MBEMIEPC_00727	CDS	1011			COG2141	putative protein
MBEMIEPC_00728	CDS	597				hypothetical protein
MBEMIEPC_00729	CDS	696				hypothetical protein
MBEMIEPC_00730	CDS	606				hypothetical protein
MBEMIEPC_00731	CDS	1602	dppE_1		COG4166	Dipeptide-binding protein DppE
MBEMIEPC_00732	CDS	285				hypothetical protein
MBEMIEPC_00733	CDS	843				hypothetical protein
MBEMIEPC_00734	CDS	2763	mdtB			Multidrug resistance protein MdtB
MBEMIEPC_00735	CDS	249				hypothetical protein
MBEMIEPC_00736	CDS	465				hypothetical protein
MBEMIEPC_00737	CDS	1290				hypothetical protein
MBEMIEPC_00738	CDS	981	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
MBEMIEPC_00739	CDS	363				hypothetical protein
MBEMIEPC_00740	CDS	384	dan	3.5.1.81		D-aminoacylase
MBEMIEPC_00741	CDS	417				hypothetical protein
MBEMIEPC_00742	CDS	429				hypothetical protein
MBEMIEPC_00743	CDS	576	dddW	4.4.1.3		Dimethlysulfonioproprionate lyase DddW
MBEMIEPC_00744	CDS	702	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
MBEMIEPC_00745	CDS	453				hypothetical protein
MBEMIEPC_00746	CDS	1083				hypothetical protein
MBEMIEPC_00747	CDS	1377	sdcS		COG0471	Sodium-dependent dicarboxylate transporter SdcS
MBEMIEPC_00748	CDS	2847	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
MBEMIEPC_00749	CDS	1866	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
MBEMIEPC_00750	CDS	636	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
MBEMIEPC_00751	CDS	672	tag_2	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
MBEMIEPC_00752	CDS	1854	pntE	1.14.13.170		Pentalenolactone D synthase
MBEMIEPC_00753	CDS	816				hypothetical protein
MBEMIEPC_00754	CDS	1197		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MBEMIEPC_00755	CDS	846	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
MBEMIEPC_00756	CDS	438	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MBEMIEPC_00757	CDS	1167	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
MBEMIEPC_00758	CDS	588	rnhB	3.1.26.4	COG0164	Ribonuclease HII
MBEMIEPC_00759	CDS	684	baeB	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
MBEMIEPC_00760	CDS	375				hypothetical protein
MBEMIEPC_00761	CDS	2268				hypothetical protein
MBEMIEPC_00762	CDS	882	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
MBEMIEPC_00763	CDS	1857				hypothetical protein
MBEMIEPC_00764	CDS	870	tauD_2	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
MBEMIEPC_00765	CDS	204				hypothetical protein
MBEMIEPC_00766	CDS	432	folC_1	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
MBEMIEPC_00767	CDS	555	dedD_1			Cell division protein DedD
MBEMIEPC_00768	CDS	540	cvpA_1		COG1286	Colicin V production protein
MBEMIEPC_00769	CDS	327				hypothetical protein
MBEMIEPC_00770	CDS	555				hypothetical protein
MBEMIEPC_00771	CDS	393	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MBEMIEPC_00772	CDS	789	kynB	3.5.1.9		Kynurenine formamidase
MBEMIEPC_00773	CDS	2181				hypothetical protein
MBEMIEPC_00774	CDS	1515				hypothetical protein
MBEMIEPC_00775	CDS	840		1.-.-.-		NADH oxidase
MBEMIEPC_00776	CDS	1830				hypothetical protein
MBEMIEPC_00777	CDS	729				hypothetical protein
MBEMIEPC_00778	CDS	711	tas_1		COG0667	Protein tas
MBEMIEPC_00779	CDS	1062				hypothetical protein
MBEMIEPC_00780	CDS	1473	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
MBEMIEPC_00781	CDS	1407	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
MBEMIEPC_00782	CDS	825	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MBEMIEPC_00783	CDS	1260	nupX_1		COG1972	Putative nucleoside permease NupX
MBEMIEPC_00784	CDS	795	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
MBEMIEPC_00785	CDS	885				hypothetical protein
MBEMIEPC_00786	CDS	438	yaeQ		COG4681	putative protein YaeQ
MBEMIEPC_00787	CDS	1665	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
MBEMIEPC_00788	CDS	1911	maoI	1.4.3.21		Primary amine oxidase
MBEMIEPC_00789	CDS	327				hypothetical protein
MBEMIEPC_00790	CDS	2259	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
MBEMIEPC_00791	CDS	216	infA		COG0361	Translation initiation factor IF-1
MBEMIEPC_00792	CDS	711	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
MBEMIEPC_00793	CDS	708	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
MBEMIEPC_00794	CDS	945	trxB	1.8.1.9	COG0492	Thioredoxin reductase
MBEMIEPC_00795	CDS	729	cph2_1			Phytochrome-like protein cph2
MBEMIEPC_00796	CDS	1878	uup		COG0488	ABC transporter ATP-binding protein uup
MBEMIEPC_00797	CDS	789			COG2141	putative protein
MBEMIEPC_00798	CDS	846				hypothetical protein
MBEMIEPC_00799	CDS	1911	yjcS_1	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
MBEMIEPC_00800	CDS	225				hypothetical protein
MBEMIEPC_00801	CDS	261				hypothetical protein
MBEMIEPC_00802	CDS	582				hypothetical protein
MBEMIEPC_00803	CDS	573	pyrR_2	2.4.2.9		Bifunctional protein PyrR
MBEMIEPC_00804	CDS	1551		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MBEMIEPC_00805	CDS	411				hypothetical protein
MBEMIEPC_00806	CDS	171				hypothetical protein
MBEMIEPC_00807	CDS	432				hypothetical protein
MBEMIEPC_00808	CDS	1650	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
MBEMIEPC_00809	CDS	1158				hypothetical protein
MBEMIEPC_00810	CDS	336				hypothetical protein
MBEMIEPC_00811	CDS	618				hypothetical protein
MBEMIEPC_00812	CDS	2934				hypothetical protein
MBEMIEPC_00813	CDS	1395	fprA	1.18.1.2	COG0493	NADPH-ferredoxin reductase FprA
MBEMIEPC_00814	CDS	936			COG2141	putative protein
MBEMIEPC_00815	CDS	564				hypothetical protein
MBEMIEPC_00816	CDS	1110				hypothetical protein
MBEMIEPC_00817	CDS	294				hypothetical protein
MBEMIEPC_00818	CDS	645	pnuC		COG3201	Nicotinamide riboside transporter PnuC
MBEMIEPC_00819	CDS	2094	fyuA_2		COG1629	Pesticin receptor
MBEMIEPC_00820	CDS	507	yedK	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
MBEMIEPC_00821	CDS	387				hypothetical protein
MBEMIEPC_00822	CDS	369				hypothetical protein
MBEMIEPC_00823	CDS	219				hypothetical protein
MBEMIEPC_00824	CDS	1212				hypothetical protein
MBEMIEPC_00825	CDS	1443	yagG_2		COG2211	Putative glycoside/cation symporter YagG
MBEMIEPC_00826	CDS	387				hypothetical protein
MBEMIEPC_00827	CDS	252				hypothetical protein
MBEMIEPC_00828	CDS	1653	nfdA_5	3.5.1.91		N-substituted formamide deformylase
MBEMIEPC_00829	CDS	897	yciC		COG0523	Putative metal chaperone YciC
MBEMIEPC_00830	CDS	1395		3.1.6.1	COG3119	Arylsulfatase
MBEMIEPC_00831	CDS	453				putative HTH-type transcriptional regulator
MBEMIEPC_00832	CDS	657				hypothetical protein
MBEMIEPC_00833	CDS	540	mhqE_2	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqE
MBEMIEPC_00834	CDS	204				hypothetical protein
MBEMIEPC_00835	CDS	99				hypothetical protein
MBEMIEPC_00836	CDS	288	pao_1	1.4.3.24		Pseudooxynicotine oxidase
MBEMIEPC_00837	CDS	492				hypothetical protein
MBEMIEPC_00838	CDS	1464	pilQ			Type IV pilus biogenesis and competence protein PilQ
MBEMIEPC_00839	CDS	138				hypothetical protein
MBEMIEPC_00840	CDS	519				hypothetical protein
MBEMIEPC_00841	CDS	462				hypothetical protein
MBEMIEPC_00842	CDS	702				hypothetical protein
MBEMIEPC_00843	CDS	885				hypothetical protein
MBEMIEPC_00844	CDS	975	cysB			HTH-type transcriptional regulator CysB
MBEMIEPC_00845	CDS	612	thrH	3.1.3.3	COG0560	Phosphoserine phosphatase ThrH
MBEMIEPC_00846	CDS	441				hypothetical protein
MBEMIEPC_00847	CDS	639	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
MBEMIEPC_00848	CDS	492		4.1.3.17		Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
MBEMIEPC_00849	CDS	1455		2.3.1.-		Acetyltransferase
MBEMIEPC_00850	CDS	402				hypothetical protein
MBEMIEPC_00851	CDS	627		1.14.11.-	COG2850	putative ribosomal oxygenase
MBEMIEPC_00852	CDS	1383	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
MBEMIEPC_00853	CDS	636	hflD		COG2915	High frequency lysogenization protein HflD
MBEMIEPC_00854	CDS	657				hypothetical protein
MBEMIEPC_00855	CDS	261				hypothetical protein
MBEMIEPC_00856	CDS	246				hypothetical protein
MBEMIEPC_00857	CDS	2205	qbdA_1	1.1.9.1		Quinohemoprotein alcohol dehydrogenase ADH IIB
MBEMIEPC_00858	CDS	561				hypothetical protein
MBEMIEPC_00859	CDS	615				hypothetical protein
MBEMIEPC_00860	CDS	642				hypothetical protein
MBEMIEPC_00861	CDS	483	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
MBEMIEPC_00862	CDS	657		3.1.3.-	COG0560	putative phosphatase
MBEMIEPC_00863	CDS	1008				hypothetical protein
MBEMIEPC_00864	CDS	1446	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
MBEMIEPC_00865	CDS	1359	gcvPA	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating) subunit 1
MBEMIEPC_00866	CDS	393	gcvH		COG0509	Glycine cleavage system H protein
MBEMIEPC_00867	CDS	1080	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
MBEMIEPC_00868	CDS	327	ubiI	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
MBEMIEPC_00869	CDS	876	crtI_2	1.3.99.31	COG1233	Phytoene desaturase (lycopene-forming)
MBEMIEPC_00870	CDS	1620	crtI_3	1.3.99.28	COG1233	Phytoene desaturase (neurosporene-forming)
MBEMIEPC_00871	CDS	594				hypothetical protein
MBEMIEPC_00872	CDS	720				hypothetical protein
MBEMIEPC_00873	CDS	1041				hypothetical protein
MBEMIEPC_00874	CDS	768		1.1.1.119	COG1028	Glucose 1-dehydrogenase
MBEMIEPC_00875	CDS	216				hypothetical protein
MBEMIEPC_00876	CDS	369	limA_2	3.3.2.8		Limonene-1,2-epoxide hydrolase
MBEMIEPC_00877	CDS	1398	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MBEMIEPC_00878	CDS	177				hypothetical protein
MBEMIEPC_00879	CDS	1206	trmB_1	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
MBEMIEPC_00880	CDS	300				hypothetical protein
MBEMIEPC_00881	CDS	318				hypothetical protein
MBEMIEPC_00882	CDS	1002	iolS_3	1.1.1.-	COG0667	Aldo-keto reductase IolS
MBEMIEPC_00883	CDS	612		1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
MBEMIEPC_00884	CDS	288				hypothetical protein
MBEMIEPC_00885	CDS	420				hypothetical protein
MBEMIEPC_00886	CDS	342				hypothetical protein
MBEMIEPC_00887	CDS	156				hypothetical protein
MBEMIEPC_00888	CDS	1224	xlnD	1.14.13.24		3-hydroxybenzoate 6-hydroxylase 1
MBEMIEPC_00889	CDS	465	dke1	1.13.11.50		Acetylacetone-cleaving enzyme
MBEMIEPC_00890	CDS	1017	curA_3	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
MBEMIEPC_00891	CDS	600				hypothetical protein
MBEMIEPC_00892	CDS	459				hypothetical protein
MBEMIEPC_00893	CDS	270	feoA		COG1918	Fe(2+) transport protein A
MBEMIEPC_00894	CDS	771	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
MBEMIEPC_00895	CDS	807				hypothetical protein
MBEMIEPC_00896	CDS	1371				hypothetical protein
MBEMIEPC_00897	CDS	963	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
MBEMIEPC_00898	CDS	1233				hypothetical protein
MBEMIEPC_00899	CDS	1956	tgpA_1	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
MBEMIEPC_00900	CDS	423	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
MBEMIEPC_00901	CDS	960				hypothetical protein
MBEMIEPC_00902	CDS	612	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
MBEMIEPC_00903	CDS	885	folD_1		COG0190	Bifunctional protein FolD protein
MBEMIEPC_00904	CDS	978				hypothetical protein
MBEMIEPC_00905	CDS	591	sigM		COG1595	ECF RNA polymerase sigma factor SigM
MBEMIEPC_00906	CDS	1377				hypothetical protein
MBEMIEPC_00907	CDS	1005				hypothetical protein
MBEMIEPC_00908	CDS	1095				hypothetical protein
MBEMIEPC_00909	CDS	1317				hypothetical protein
MBEMIEPC_00910	CDS	795				hypothetical protein
MBEMIEPC_00911	CDS	342				hypothetical protein
MBEMIEPC_00912	CDS	2064	pkn1_1	2.7.11.1	COG0515	Serine/threonine-protein kinase pkn1
MBEMIEPC_00913	CDS	2268	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
MBEMIEPC_00914	CDS	1185				hypothetical protein
MBEMIEPC_00915	CDS	780				hypothetical protein
MBEMIEPC_00916	CDS	990	fldA_2	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
MBEMIEPC_00917	CDS	777	bdhA_2	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
MBEMIEPC_00918	CDS	975	acoA_2	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
MBEMIEPC_00919	CDS	972	acoB	1.1.1.-	COG0022	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta
MBEMIEPC_00920	CDS	288				Cytochrome c2
MBEMIEPC_00921	CDS	786	geoB	1.2.1.86		Geranial dehydrogenase
MBEMIEPC_00922	CDS	306				hypothetical protein
MBEMIEPC_00923	CDS	477	pncC	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
MBEMIEPC_00924	CDS	240				hypothetical protein
MBEMIEPC_00925	CDS	1176	tarD	4.2.1.81	COG4948	D(-)-tartrate dehydratase
MBEMIEPC_00926	CDS	927	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MBEMIEPC_00927	CDS	132				hypothetical protein
MBEMIEPC_00928	CDS	300				hypothetical protein
MBEMIEPC_00929	CDS	1152				hypothetical protein
MBEMIEPC_00930	CDS	564				hypothetical protein
MBEMIEPC_00931	CDS	828	bamD_1		COG4105	Outer membrane protein assembly factor BamD
MBEMIEPC_00932	CDS	1590	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
MBEMIEPC_00933	CDS	1407	atoC_1		COG2204	Regulatory protein AtoC
MBEMIEPC_00934	CDS	681	dcmA_2	4.5.1.3		Dichloromethane dehalogenase
MBEMIEPC_00935	CDS	954	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MBEMIEPC_00936	CDS	618	ligF			Protein LigF
MBEMIEPC_00937	CDS	222				hypothetical protein
MBEMIEPC_00938	CDS	1014				putative protein
MBEMIEPC_00939	CDS	981	afr	1.1.1.292		1,5-anhydro-D-fructose reductase
MBEMIEPC_00940	CDS	1236	ampC_1	3.5.2.6	COG1680	Beta-lactamase
MBEMIEPC_00941	CDS	312				hypothetical protein
MBEMIEPC_00942	CDS	1140		1.13.12.-	COG2070	Putative monooxygenase
MBEMIEPC_00943	CDS	1437	btuB_1			Vitamin B12 transporter BtuB
MBEMIEPC_00944	CDS	939	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
MBEMIEPC_00945	CDS	606	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
MBEMIEPC_00946	CDS	774	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
MBEMIEPC_00947	CDS	864	parB		COG1475	putative chromosome-partitioning protein ParB
MBEMIEPC_00948	CDS	402				hypothetical protein
MBEMIEPC_00949	CDS	129				hypothetical protein
MBEMIEPC_00950	CDS	423				hypothetical protein
MBEMIEPC_00951	CDS	1857	dorA	1.7.2.3	COG0243	Dimethyl sulfoxide/trimethylamine N-oxide reductase
MBEMIEPC_00952	CDS	714	lepB_2	3.4.21.89	COG0681	Signal peptidase I
MBEMIEPC_00953	CDS	288				hypothetical protein
MBEMIEPC_00954	CDS	759			COG1357	Pentapeptide repeat protein
MBEMIEPC_00955	CDS	126	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
MBEMIEPC_00956	CDS	612	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
MBEMIEPC_00957	CDS	843			COG5285	putative protein
MBEMIEPC_00958	CDS	1077	yliI_1	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
MBEMIEPC_00959	CDS	435				hypothetical protein
MBEMIEPC_00960	CDS	402				hypothetical protein
MBEMIEPC_00961	CDS	339	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
MBEMIEPC_00962	CDS	243				hypothetical protein
MBEMIEPC_00963	CDS	180				hypothetical protein
MBEMIEPC_00964	CDS	645	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
MBEMIEPC_00965	CDS	615	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
MBEMIEPC_00966	CDS	840				hypothetical protein
MBEMIEPC_00967	CDS	1182	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
MBEMIEPC_00968	CDS	795	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
MBEMIEPC_00969	CDS	1320	hlyD			Hemolysin secretion protein D, chromosomal
MBEMIEPC_00970	CDS	2097	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
MBEMIEPC_00971	CDS	363				hypothetical protein
MBEMIEPC_00972	CDS	267	soxD	1.5.3.1		Sarcosine oxidase subunit delta
MBEMIEPC_00973	CDS	258	soxB	1.5.3.1		Sarcosine oxidase subunit beta
MBEMIEPC_00974	CDS	348				hypothetical protein
MBEMIEPC_00975	CDS	891	rbn_1	3.1.26.11		Ribonuclease BN
MBEMIEPC_00976	CDS	801	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
MBEMIEPC_00977	CDS	588				hypothetical protein
MBEMIEPC_00978	CDS	786	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
MBEMIEPC_00979	CDS	1614	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
MBEMIEPC_00980	CDS	1371		1.4.5.-		L-amino acid dehydrogenase
MBEMIEPC_00981	CDS	513				hypothetical protein
MBEMIEPC_00982	tRNA	88				tRNA-Ser(tga)
MBEMIEPC_00983	CDS	315				hypothetical protein
MBEMIEPC_00984	CDS	819				hypothetical protein
MBEMIEPC_00985	CDS	126				hypothetical protein
MBEMIEPC_00986	CDS	1173	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MBEMIEPC_00987	CDS	648	gacA			Response regulator GacA
MBEMIEPC_00988	CDS	645	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
MBEMIEPC_00989	CDS	1671	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
MBEMIEPC_00990	CDS	303	ftsL		COG3116	Cell division protein FtsL
MBEMIEPC_00991	CDS	411	secB		COG1952	Protein-export protein SecB
MBEMIEPC_00992	CDS	465	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
MBEMIEPC_00993	CDS	1428	ntrC_1		COG2204	DNA-binding transcriptional regulator NtrC
MBEMIEPC_00994	CDS	1119	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
MBEMIEPC_00995	CDS	1884				hypothetical protein
MBEMIEPC_00996	CDS	990	hemH	4.99.1.1	COG0276	Ferrochelatase
MBEMIEPC_00997	CDS	795	novR	4.1.-.-		Decarboxylase NovR
MBEMIEPC_00998	CDS	183				hypothetical protein
MBEMIEPC_00999	CDS	1266		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
MBEMIEPC_01000	CDS	1128	dap	3.4.11.19		D-aminopeptidase
MBEMIEPC_01001	CDS	1020	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
MBEMIEPC_01002	CDS	888				hypothetical protein
MBEMIEPC_01003	CDS	891			COG5285	putative protein
MBEMIEPC_01004	CDS	2262		1.8.99.-		Dissimilatory sulfite reductase
MBEMIEPC_01005	CDS	282				hypothetical protein
MBEMIEPC_01006	CDS	387				hypothetical protein
MBEMIEPC_01007	CDS	2532		2.8.3.-	COG1804	putative CoA-transferase
MBEMIEPC_01008	CDS	156				hypothetical protein
MBEMIEPC_01009	CDS	1002	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
MBEMIEPC_01010	CDS	324	trxA		COG0526	Thioredoxin 1
MBEMIEPC_01011	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
MBEMIEPC_01012	CDS	729	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
MBEMIEPC_01013	CDS	1137	hemY		COG3071	Protein HemY
MBEMIEPC_01014	CDS	1143	hemX		COG2959	Protein HemX
MBEMIEPC_01015	CDS	744	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
MBEMIEPC_01016	CDS	954	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
MBEMIEPC_01017	CDS	741	btsR		COG3279	Transcriptional regulatory protein BtsR
MBEMIEPC_01018	CDS	321		1.3.1.-	COG3268	Putative trans-acting enoyl reductase
MBEMIEPC_01019	CDS	3516	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
MBEMIEPC_01020	CDS	1308	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
MBEMIEPC_01021	CDS	474				hypothetical protein
MBEMIEPC_01022	CDS	438	pilE		COG4969	Fimbrial protein
MBEMIEPC_01023	CDS	408	fimA_2			Fimbrial protein
MBEMIEPC_01024	tRNA	76				tRNA-Thr(cgt)
MBEMIEPC_01025	CDS	2478				hypothetical protein
MBEMIEPC_01026	CDS	1611		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
MBEMIEPC_01027	CDS	1170	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MBEMIEPC_01028	CDS	393	cueR		COG0789	HTH-type transcriptional regulator CueR
MBEMIEPC_01029	CDS	525	bphC2	1.13.11.39		Biphenyl-2,3-diol 1,2-dioxygenase 2
MBEMIEPC_01030	CDS	123				hypothetical protein
MBEMIEPC_01031	CDS	663				hypothetical protein
MBEMIEPC_01032	CDS	870		4.3.2.3		Ureidoglycolate lyase
MBEMIEPC_01033	CDS	144				hypothetical protein
MBEMIEPC_01034	CDS	681				hypothetical protein
MBEMIEPC_01035	CDS	1389	mdtK_1		COG0534	Multidrug resistance protein MdtK
MBEMIEPC_01036	CDS	1239	antA_3	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
MBEMIEPC_01037	CDS	1989				hypothetical protein
MBEMIEPC_01038	CDS	345	spkB	2.7.11.1		Serine/threonine-protein kinase B
MBEMIEPC_01039	CDS	453				hypothetical protein
MBEMIEPC_01040	CDS	1311	exuT_1			Hexuronate transporter
MBEMIEPC_01041	CDS	699	creB_2		COG0745	Transcriptional regulatory protein CreB
MBEMIEPC_01042	CDS	720	oprF_1			Outer membrane porin F
MBEMIEPC_01043	CDS	279				hypothetical protein
MBEMIEPC_01044	CDS	576				hypothetical protein
MBEMIEPC_01045	CDS	1665		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
MBEMIEPC_01046	CDS	753	etfB			Electron transfer flavoprotein subunit beta
MBEMIEPC_01047	CDS	930	etfA		COG2025	Electron transfer flavoprotein subunit alpha
MBEMIEPC_01048	CDS	945	dcsD	2.6.99.3		O-ureido-L-serine synthase
MBEMIEPC_01049	CDS	489				hypothetical protein
